ticker,portfolio_aware_recommendation,clean_sheet_recommendation,llm_recommendation,branch_classification,recommendation_agreement,score_dispersion,portfolio_aware_rank,clean_sheet_rank,llm_score,disagreement_flag,final_review_required,target_weight_portfolio_aware,clean_sheet_target_weight,passes_hard_filters,dividend_safety_score,cash_flow_quality_score,balance_sheet_strength_score,final_recommendation_score,risk_management_flags,recommendation,final_target_weight,confidence_adjustment,baseline_weight,raw_drl_weight,projected_drl_weight,accepted_target_weight,acceptance_selected_weights_source,drl_challenger_status,final_selected_weights_source,drl_rejection_reasons,final_selected_weight,target_weight,security_id,issuer_id,company_name,country,region,sector,industry,currency,average_daily_value_usd,market_cap_usd,dividend_yield,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,regime_suitability_score,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,price_data_quality_score,price_data_exclusion_flag,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,portfolio_method,final_weight,source
ALV.XETRA,Buy,Buy,Hold,Reject,0.6666666666666666,2.105766870405902,142.0,2.0,66.24662541719486,True,True,0.05,0.05,True,70.88788704693808,86.34604472414333,42.50713266761769,64.0,narrative_review;,Hold,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,ALV.XETRA,NAME:allianzsevnaon,Allianz SE VNA O.N.,Germany,DACH,Financials,Insurance - Diversified,EUR,292144519.087274,188344719773.0716,0.0392,0.35,0.0392,0.1877687089703354,-0.1311696134417487,0.35,0.7629550581843773,0.0111397258643153,-0.054579322275302,-0.054579322275302,0.2419432753940237,0.2875449924815427,80.52046089438838,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
CA.PA,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,1.3613109131428502,394.0,23.0,62.61433713885597,True,True,0.05,0.0,True,76.69504445922865,65.25883201321497,75.88898487080725,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,CA.PA,NAME:carrefoursa,Carrefour SA,France,EU ex-DACH,Consumer Staples,Grocery Stores,EUR,43057179.121905655,12780123334.206718,0.061,0.35,0.061,0.218454922570916,-0.2315310265920176,0.35,0.8390430807307564,-0.046197281951634,-0.1226565048514546,-0.1226565048514546,0.3146367263022666,0.3116428420865303,73.35539109568009,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
ELE.MC,Hold,Hold,Hold,Reject,1.0,3.5568853217594008,625.0,133.0,54.32291380567447,False,False,0.0,0.0,True,54.18197112410222,60.345130039609565,58.031549501779125,57.52635596020822,narrative_review;,Watchlist,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,ELE.MC,NAME:endesasa,Endesa SA,Spain,EU ex-DACH,Utilities,Utilities - Regulated Electric,EUR,38649938.813638486,49320200991.10286,0.038,0.35,0.038,0.1989688451261051,-0.1588662917768045,0.35,0.7876093159709315,-0.0089126814962262,-0.078551777290363,-0.078551777290363,0.2269575407292591,0.2888316965708452,50.52574410170966,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
ESSITY-B.ST,Hold,Hold,Hold,Reject,1.0,4.139103678309697,587.0,81.0,54.00805837031385,False,False,0.0,0.0,True,59.26081807854495,54.05279136588199,74.02029816529256,59.18010231676645,narrative_review;,Watchlist,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,ESSITY-B.ST,NAME:essityabpubl,Essity AB (publ),Sweden,EU ex-DACH,Consumer Staples,Household & Personal Products,SEK,39872604.4658575,19620400402.730167,0.031,0.35,0.031,0.1838830498208879,-0.1259166654191734,0.35,0.7558681303634919,0.0176630610993619,-0.0466960063379488,-0.0466960063379488,0.2675130962848147,0.2935590883195776,50.295494601385165,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
HEN3.XETRA,Hold,Hold,Hold,Reject,1.0,0.936955704572584,564.0,33.0,64.17227690386414,False,False,0.0,0.0,True,61.922499780336224,61.24626044804173,90.4119942316697,63.80831744175924,narrative_review;ml_drawdown_risk;,Watchlist,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,HEN3.XETRA,NAME:henkelagcokgaavzprefshares,Henkel AG & Co. KGaA vz. (Pref Shares),Germany,DACH,Consumer Staples,Household & Personal Products,EUR,39388221.14124925,36711967245.75933,0.027,0.35,0.027,0.1952573598173199,-0.1570209268495112,0.35,0.7813825610654827,-0.0031255908623172,-0.0714656667983792,-0.0714656667983792,0.2269575407292591,0.319151728834994,54.91110602154849,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
IMB.LSE,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,4.735791718175555,264.0,42.0,57.53807551645522,True,True,0.05,0.0,True,64.74630930296033,79.15969302062084,50.69167177116433,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,IMB.LSE,NAME:imperialbrandsplc,Imperial Brands PLC,United Kingdom,UK,Consumer Staples,Tobacco,GBX,108609305.10956678,28247281433.55433,0.0607,0.35,0.0607,0.2122631560854405,-0.2099310434588776,0.35,0.8233259040388019,-0.0344519841801584,-0.1087440888100626,-0.1087440888100626,0.3047308740625924,0.3013594739772628,72.5007232346381,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
NOVN.SW,Hold,Hold,Hold,Reject,1.0,4.6100314958475686,456.0,78.0,54.96954726960225,False,False,0.0,0.0,True,52.995205981764144,75.07164130434286,77.35803892340972,62.083889079510406,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,Watchlist,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,NOVN.SW,NAME:novartisag,Novartis AG,Switzerland,DACH,Healthcare,Drug Manufacturers - General,CHF,415891681.521646,293874366051.8231,0.0297,0.3028284806128545,0.0297,0.1931373290312791,-0.2004838977724848,0.3028284806128545,0.7311554543164487,-0.0463811899154683,-0.1139792550764159,-0.1139792550764159,0.3181975407292591,0.2759097558073147,62.71023364853899,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
ORA.PA,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,4.176095751250684,319.0,37.0,57.78505904484872,True,True,0.0470930286639768,0.0,True,63.39400582345074,67.97093753448877,76.95125373147171,64.0,alt_data_review;narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,ORA.PA,NAME:orangesa,Orange S.A.,France,EU ex-DACH,Communication Services,Telecom Services,EUR,84265599.93620488,49246074407.90148,0.0472,0.35,0.0472,0.2231188592413986,-0.2339246268021626,0.35,0.8465001616064692,-0.0535310930922034,-0.1316226938266929,-0.1316226938266929,0.2854251022505119,0.2936657246095884,64.07092628927765,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
SHELL.AS,Buy,Buy,Hold,Reject,0.6666666666666666,5.917919691538454,240.0,18.0,56.47028751309212,True,True,0.05,0.05,True,67.38882768564395,71.15858042767928,69.22999347406474,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0499999999999999,0.0475,0.0475,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,SHELL.AS,NAME:shellplc,Shell PLC,Netherlands,EU ex-DACH,Energy,Oil & Gas Integrated,EUR,187611526.013602,243689233815.97385,0.0713999999999999,0.35,0.0713999999999999,0.2226260332645762,-0.2338841838175089,0.35,0.845568882294157,-0.0528299913276698,-0.1307491029702714,-0.1307491029702714,0.2755130962848147,0.3034513223422091,73.02974161579564,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
HIG.US,Buy,Buy,Hold,Reject,0.6666666666666666,8.661394529975865,1.0,5.0,58.67422436967404,True,True,0.05,0.05,True,68.0553787243933,84.29263427537616,42.50713266761769,69.84803022964932,narrative_review;,Hold,0.0,Review required or no LLM support,0.0499999999999999,0.0474999999999999,0.0474999999999999,0.0499999999999999,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard')",0.0499999999999999,0.0499999999999999,HIG.US,NAME:hartfordfinancialservicesgroup,Hartford Financial Services Group,United States,US,Financials,Insurance - Diversified,USD,258442551.06,39614644224.0,0.0167,0.35,0.0167,0.192877136656884,-0.1470466371509818,0.35,0.7757247326566863,0.0017812608838347,-0.0657257369460746,-0.0657257369460746,0.2824988309495793,0.2743019123943774,77.67815573470742,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999999,explicit_final_portfolio
