date,rate_pct,rate_level,rate_change_12m_pp,rate_direction,market_trailing_return_12m,market_volatility_6m,market_regime,economic_cycle
1999-09-30,4.84,High (>=4%),0.07000000000000028,Stable,0.37933519322400633,0.12802494257383581,Bull / Calm,Expansion
1999-10-31,4.74,High (>=4%),0.4800000000000004,Stable,0.26125598432714225,0.12876046915140207,Bull / Calm,Expansion
1999-11-30,4.97,High (>=4%),0.7399999999999993,Stable,0.2405271821343833,0.1491902606777866,Bull / Calm,Expansion
1999-12-31,5.15,High (>=4%),0.7300000000000004,Stable,0.1936010831205428,0.1413211399793087,Bull / Calm,Expansion
2000-01-31,5.17,High (>=4%),0.7999999999999998,Rising,0.19526046658878404,0.14386190966402201,Bull / Calm,Expansion
2000-02-29,5.53,High (>=4%),1.1600000000000001,Rising,0.08972831810093695,0.1593840457552406,Bull / Calm,Expansion
2000-03-31,5.62,High (>=4%),1.0700000000000003,Rising,0.10343776895999457,0.16370277026618277,Bull / Calm,Expansion
2000-04-30,5.72,High (>=4%),1.3499999999999996,Rising,0.16496805875681808,0.1924042644170725,Bull / Volatile,Expansion
2000-05-31,5.66,High (>=4%),1.2300000000000004,Rising,0.08781587148049486,0.19686485832602077,Bull / Volatile,Expansion
2000-06-30,5.48,High (>=4%),0.9500000000000002,Rising,0.09122473797368191,0.20178958263134947,Bull / Volatile,Expansion
2000-07-31,5.71,High (>=4%),1.0599999999999996,Rising,0.05965572989104717,0.18558097605626778,Bull / Volatile,Expansion
2000-08-31,6.03,High (>=4%),1.4100000000000001,Rising,0.0768483861182041,0.16872882326341807,Bull / Calm,Expansion
2000-09-30,6.13,High (>=4%),1.29,Rising,0.14940057590050437,0.17802725624935936,Bull / Calm,Expansion
2000-10-31,6.05,High (>=4%),1.3099999999999996,Rising,0.11990243586766614,0.14344792520853097,Bull / Calm,Expansion
2000-11-30,6.19,High (>=4%),1.2200000000000006,Rising,0.048769906072687164,0.13739173613904948,Bull / Calm,Expansion
2000-12-31,6.03,High (>=4%),0.8799999999999999,Rising,-0.0532504490483392,0.1766255357695821,Bear / Calm,Expansion
2001-01-31,5.73,High (>=4%),0.5600000000000005,Stable,-0.10139184665858436,0.16907557243421684,Bear / Calm,Expansion
2001-02-28,4.86,High (>=4%),-0.6699999999999999,Stable,-0.020402128400121344,0.1829193604210493,Bear / Volatile,Expansion
2001-03-31,4.73,High (>=4%),-0.8899999999999997,Falling,-0.0925631200299668,0.17581191195000886,Bear / Calm,Expansion
2001-04-30,4.2,High (>=4%),-1.5199999999999996,Falling,-0.22571368223188504,0.17956746243854538,Bear / Calm,Expansion
2001-05-31,3.86,Moderate (2-4%),-1.8000000000000003,Falling,-0.1397451755111042,0.2386200428986929,Bear / Volatile,Recession
2001-06-30,3.55,Moderate (2-4%),-1.9300000000000006,Falling,-0.11599326490830764,0.21670712931282682,Bear / Volatile,Recession
2001-07-31,3.57,Moderate (2-4%),-2.14,Falling,-0.15827029737876108,0.21737727753747924,Bear / Volatile,Recession
2001-08-31,3.46,Moderate (2-4%),-2.5700000000000003,Falling,-0.15347733995691115,0.20363601287696775,Bear / Volatile,Recession
2001-09-30,3.3,Moderate (2-4%),-2.83,Falling,-0.25308370938727975,0.1818234693211994,Bear / Volatile,Recession
2001-10-31,2.35,Moderate (2-4%),-3.6999999999999997,Falling,-0.2753688214284804,0.19473246735774116,Bear / Volatile,Recession
2001-11-30,2.01,Moderate (2-4%),-4.180000000000001,Falling,-0.25858401343507853,0.1359543953191942,Bear / Calm,Recession
2001-12-31,1.75,Low (<2%),-4.28,Falling,-0.13346515572215922,0.19723662053648464,Bear / Volatile,Recession
2002-01-31,1.71,Low (<2%),-4.0200000000000005,Falling,-0.13042693172742603,0.19853140906569514,Bear / Volatile,Expansion
2002-02-28,1.73,Low (<2%),-3.1300000000000003,Falling,-0.17262688919403268,0.19873389386748966,Bear / Volatile,Expansion
2002-03-31,1.76,Low (<2%),-2.9700000000000006,Falling,-0.1074325912805284,0.178926544255296,Bear / Calm,Expansion
2002-04-30,1.76,Low (<2%),-2.4400000000000004,Falling,-0.011151949786979531,0.12346368495379634,Bear / Calm,Expansion
2002-05-31,1.74,Low (<2%),-2.12,Falling,-0.13809159347749456,0.1655951053034934,Bear / Calm,Expansion
2002-06-30,1.71,Low (<2%),-1.8399999999999999,Falling,-0.15024441377776543,0.11261148915906537,Bear / Calm,Expansion
2002-07-31,1.67,Low (<2%),-1.9,Falling,-0.19157450842317858,0.13630159495276747,Bear / Calm,Expansion
2002-08-31,1.68,Low (<2%),-1.78,Falling,-0.24736011342421726,0.15534728474586293,Bear / Calm,Expansion
2002-09-30,1.66,Low (<2%),-1.64,Falling,-0.1918787885836395,0.1646764304723073,Bear / Calm,Expansion
2002-10-31,1.54,Low (<2%),-0.81,Falling,-0.216784756865532,0.15212615107166041,Bear / Calm,Expansion
2002-11-30,1.42,Low (<2%),-0.5899999999999999,Stable,-0.16420390526391204,0.2489447745261931,Bear / Volatile,Expansion
2002-12-31,1.2,Low (<2%),-0.55,Stable,-0.17827896118154252,0.2780775465747431,Bear / Volatile,Expansion
2003-01-31,1.2,Low (<2%),-0.51,Stable,-0.23365963957103564,0.27294986802219334,Bear / Volatile,Expansion
2003-02-28,1.16,Low (<2%),-0.5700000000000001,Stable,-0.2428773233269227,0.2538259515226037,Bear / Volatile,Expansion
2003-03-31,1.18,Low (<2%),-0.5800000000000001,Stable,-0.23996815911881453,0.25299868796335473,Bear / Volatile,Expansion
2003-04-30,1.12,Low (<2%),-0.6399999999999999,Stable,-0.26077446914538016,0.1904359010165925,Bear / Volatile,Expansion
2003-05-31,1.11,Low (<2%),-0.6299999999999999,Stable,-0.1485719036754053,0.1851629306759439,Bear / Volatile,Expansion
2003-06-30,1.09,Low (<2%),-0.6199999999999999,Stable,-0.09703505291860193,0.1813201867766256,Bear / Volatile,Expansion
2003-07-31,0.89,Low (<2%),-0.7799999999999999,Falling,-0.01547756886187146,0.14267805920314228,Bear / Calm,Expansion
2003-08-31,0.94,Low (<2%),-0.74,Stable,0.08631886406933265,0.12116381274101694,Bull / Calm,Expansion
2003-09-30,0.96,Low (<2%),-0.7,Stable,0.10036351120146048,0.10029043749515111,Bull / Calm,Expansion
2003-10-31,0.93,Low (<2%),-0.61,Stable,0.22162929903003148,0.11438724445739398,Bull / Calm,Expansion
2003-11-30,0.94,Low (<2%),-0.48,Stable,0.1862242022142333,0.08803534498321891,Bull / Calm,Expansion
2003-12-31,0.91,Low (<2%),-0.2899999999999999,Stable,0.1301811941890041,0.07594204256100585,Bull / Calm,Expansion
2004-01-31,0.93,Low (<2%),-0.2699999999999999,Stable,0.2638039993281984,0.08948097272793061,Bull / Calm,Expansion
2004-02-29,0.9,Low (<2%),-0.2599999999999999,Stable,0.3218768128393372,0.08931595905939191,Bull / Calm,Expansion
2004-03-31,0.94,Low (<2%),-0.24,Stable,0.36116020706746665,0.09039971784057446,Bull / Calm,Expansion
2004-04-30,0.93,Low (<2%),-0.19000000000000006,Stable,0.32779595211224977,0.09447062590331537,Bull / Calm,Expansion
2004-05-31,0.96,Low (<2%),-0.15000000000000013,Stable,0.20762996713599047,0.08673944267593615,Bull / Calm,Expansion
2004-06-30,1.06,Low (<2%),-0.030000000000000027,Stable,0.16302579154758212,0.08676065966879987,Bull / Calm,Expansion
2004-07-31,1.31,Low (<2%),0.42000000000000004,Stable,0.17069262782997696,0.05693066111101264,Bull / Calm,Expansion
2004-08-31,1.42,Low (<2%),0.48,Stable,0.11250009938220318,0.0732976770521884,Bull / Calm,Expansion
2004-09-30,1.57,Low (<2%),0.6100000000000001,Stable,0.09546530246373708,0.06919751723729933,Bull / Calm,Expansion
2004-10-31,1.68,Low (<2%),0.7499999999999999,Stable,0.11908992122305384,0.06938074009856515,Bull / Calm,Expansion
2004-11-30,1.87,Low (<2%),0.9300000000000002,Rising,0.07565359917540881,0.06677906704522915,Bull / Calm,Expansion
2004-12-31,2.19,Moderate (2-4%),1.2799999999999998,Rising,0.10926100968833663,0.08335442831042682,Bull / Calm,Expansion
2005-01-31,2.18,Moderate (2-4%),1.25,Rising,0.08993452410946756,0.08978257718871485,Bull / Calm,Expansion
2005-02-28,2.48,Moderate (2-4%),1.58,Rising,0.04432736682078575,0.07932256369806143,Bull / Calm,Expansion
2005-03-31,2.72,Moderate (2-4%),1.7800000000000002,Rising,0.05123415828051159,0.0779564208519181,Bull / Calm,Expansion
2005-04-30,2.73,Moderate (2-4%),1.7999999999999998,Rising,0.048285849680768766,0.0917908296613112,Bull / Calm,Expansion
2005-05-31,2.84,Moderate (2-4%),1.88,Rising,0.04474841919338135,0.10042340285626312,Bull / Calm,Expansion
2005-06-30,2.93,Moderate (2-4%),1.87,Rising,0.06319372425212211,0.09385634256437743,Bull / Calm,Expansion
2005-07-31,3.06,Moderate (2-4%),1.75,Rising,0.044256856129746946,0.07933173370219931,Bull / Calm,Expansion
2005-08-31,3.34,Moderate (2-4%),1.92,Rising,0.12023026406907711,0.08447983053211983,Bull / Calm,Expansion
2005-09-30,3.44,Moderate (2-4%),1.8699999999999999,Rising,0.10513110089019007,0.08552156402488222,Bull / Calm,Expansion
2005-10-31,3.47,Moderate (2-4%),1.7900000000000003,Rising,0.10248713151401567,0.07720888905779841,Bull / Calm,Expansion
2005-11-30,3.89,Moderate (2-4%),2.02,Rising,0.06796147753687976,0.0752693063873045,Bull / Calm,Expansion
2005-12-31,3.86,Moderate (2-4%),1.67,Rising,0.06445625193103988,0.07930641910893375,Bull / Calm,Expansion
2006-01-31,3.99,Moderate (2-4%),1.81,Rising,0.030010226581274946,0.07951798558223533,Bull / Calm,Expansion
2006-02-28,4.37,High (>=4%),1.8900000000000001,Rising,0.08364720587986074,0.07166205032842726,Bull / Calm,Expansion
2006-03-31,4.51,High (>=4%),1.7899999999999996,Rising,0.06402464286877008,0.06653698811993262,Bull / Calm,Expansion
2006-04-30,4.52,High (>=4%),1.7899999999999996,Rising,0.09679908571598728,0.06660424281147213,Bull / Calm,Expansion
2006-05-31,4.65,High (>=4%),1.8100000000000005,Rising,0.13291266197913565,0.04897029727986868,Bull / Calm,Expansion
2006-06-30,4.74,High (>=4%),1.81,Rising,0.0659588466809169,0.06620889610200825,Bull / Calm,Expansion
2006-07-31,4.87,High (>=4%),1.81,Rising,0.06620331732308671,0.06608060724126612,Bull / Calm,Expansion
2006-08-31,4.97,High (>=4%),1.63,Rising,0.034419597319711226,0.054818642910886325,Bull / Calm,Expansion
2006-09-30,4.92,High (>=4%),1.48,Rising,0.06841591474513753,0.06286000793067752,Bull / Calm,Expansion
2006-10-31,4.77,High (>=4%),1.2999999999999994,Rising,0.08710859440285179,0.06949339286323906,Bull / Calm,Expansion
2006-11-30,4.95,High (>=4%),1.06,Rising,0.1416143447508078,0.07879210488859888,Bull / Calm,Expansion
2006-12-31,4.9,High (>=4%),1.0400000000000005,Rising,0.12097034508496707,0.041360309022957224,Bull / Calm,Expansion
2007-01-31,4.89,High (>=4%),0.8999999999999995,Rising,0.136194317382607,0.032212677218345954,Bull / Calm,Expansion
2007-02-28,4.99,High (>=4%),0.6200000000000001,Stable,0.1235548087692504,0.024843909330022645,Bull / Calm,Expansion
2007-03-31,5.01,High (>=4%),0.5,Stable,0.09851163364380722,0.06394626673256011,Bull / Calm,Expansion
2007-04-30,4.9,High (>=4%),0.3800000000000008,Stable,0.097299335616293,0.060806938132242354,Bull / Calm,Expansion
2007-05-31,4.79,High (>=4%),0.13999999999999968,Stable,0.1310534878303644,0.07187028141212629,Bull / Calm,Expansion
2007-06-30,4.6,High (>=4%),-0.14000000000000057,Stable,0.2051272242975375,0.07742371168451845,Bull / Calm,Expansion
2007-07-31,4.68,High (>=4%),-0.1900000000000004,Stable,0.18355379733636457,0.09061301803886518,Bull / Calm,Expansion
2007-08-31,4.82,High (>=4%),-0.14999999999999947,Stable,0.1399041096060687,0.10752297546906876,Bull / Calm,Expansion
2007-09-30,3.91,Moderate (2-4%),-1.0099999999999998,Falling,0.1305165214181998,0.09968640367023723,Bull / Calm,Expansion
2007-10-31,3.72,Moderate (2-4%),-1.0499999999999994,Falling,0.1429052871976353,0.10722480722913919,Bull / Calm,Expansion
2007-11-30,3.84,Moderate (2-4%),-1.1100000000000003,Falling,0.12441766025128809,0.09435950403956087,Bull / Calm,Expansion
2007-12-31,3.08,Moderate (2-4%),-1.8200000000000003,Falling,0.057481283054735766,0.10725106904068836,Bull / Calm,Expansion
2008-01-31,3.29,Moderate (2-4%),-1.5999999999999996,Falling,0.035295730663479574,0.1053995403531902,Bull / Calm,Expansion
2008-02-29,1.92,Low (<2%),-3.0700000000000003,Falling,-0.041502073236416526,0.12960566394939926,Bear / Calm,Recession
2008-03-31,1.81,Low (<2%),-3.1999999999999997,Falling,-0.05415756409142858,0.12835393934717707,Bear / Calm,Recession
2008-04-30,1.36,Low (<2%),-3.54,Falling,-0.06908494516818964,0.09754434156202939,Bear / Calm,Recession
2008-05-31,1.41,Low (<2%),-3.38,Falling,-0.06528736389407563,0.13282723178222877,Bear / Calm,Recession
2008-06-30,1.85,Low (<2%),-2.7499999999999996,Falling,-0.08508969610344308,0.1294124640692525,Bear / Calm,Recession
2008-07-31,1.87,Low (<2%),-2.8099999999999996,Falling,-0.14856818386476234,0.169341137004323,Bear / Calm,Recession
2008-08-31,1.65,Low (<2%),-3.1700000000000004,Falling,-0.12911007038333533,0.155559700085986,Bear / Calm,Recession
2008-09-30,1.69,Low (<2%),-2.22,Falling,-0.12968882790668868,0.15399852027819264,Bear / Calm,Recession
2008-10-31,0.9,Low (<2%),-2.8200000000000003,Falling,-0.2360504435228017,0.19597497248025597,Bear / Volatile,Recession
2008-11-30,0.44,Low (<2%),-3.4,Falling,-0.374749901930436,0.2507412499678871,Bear / Volatile,Recession
2008-12-31,0.01,Low (<2%),-3.0700000000000003,Falling,-0.39489853668756225,0.224326806600967,Bear / Volatile,Recession
2009-01-31,0.11,Low (<2%),-3.18,Falling,-0.38485793060906714,0.24623137524772815,Bear / Volatile,Recession
2009-02-28,0.24,Low (<2%),-1.68,Falling,-0.4009067675236928,0.23665488873084622,Bear / Volatile,Recession
2009-03-31,0.26,Low (<2%),-1.55,Falling,-0.44756241467724345,0.1988435454512813,Bear / Volatile,Recession
2009-04-30,0.21,Low (<2%),-1.1500000000000001,Falling,-0.3967868567544006,0.31390993221906033,Bear / Volatile,Recession
2009-05-31,0.14,Low (<2%),-1.27,Falling,-0.37008060170105017,0.3100142251048157,Bear / Volatile,Recession
2009-06-30,0.14,Low (<2%),-1.71,Falling,-0.34364957265627794,0.3023290662477413,Bear / Volatile,Recession
2009-07-31,0.19,Low (<2%),-1.6800000000000002,Falling,-0.28178124427795415,0.30249830722408205,Bear / Volatile,Recession
2009-08-31,0.18,Low (<2%),-1.47,Falling,-0.22084932958993875,0.2685928085294369,Bear / Volatile,Expansion
2009-09-30,0.15,Low (<2%),-1.54,Falling,-0.20439962420578361,0.12252474875611628,Bear / Calm,Expansion
2009-10-31,0.14,Low (<2%),-0.76,Falling,-0.0936932256501718,0.11448985786292681,Bear / Calm,Expansion
2009-11-30,0.05,Low (<2%),-0.39,Stable,0.0696154233870967,0.11889150241989677,Bull / Calm,Expansion
2009-12-31,0.06,Low (<2%),0.049999999999999996,Stable,0.22247390969052283,0.12106538688227798,Bull / Calm,Expansion
2010-01-31,0.06,Low (<2%),-0.05,Stable,0.2345419048834072,0.11288547538887604,Bull / Calm,Expansion
2010-02-28,0.08,Low (<2%),-0.15999999999999998,Stable,0.30027363390346684,0.1247572114039541,Bull / Calm,Expansion
2010-03-31,0.13,Low (<2%),-0.13,Stable,0.5025234323462486,0.12311113035716824,Bull / Calm,Expansion
2010-04-30,0.16,Low (<2%),-0.04999999999999999,Stable,0.4656899756446875,0.13657287442160235,Bull / Calm,Expansion
2010-05-31,0.16,Low (<2%),0.01999999999999999,Stable,0.3596200143509296,0.12182622681340362,Bull / Calm,Expansion
2010-06-30,0.16,Low (<2%),0.01999999999999999,Stable,0.1852492730352695,0.17589096457247802,Bull / Calm,Expansion
2010-07-31,0.18,Low (<2%),-0.010000000000000009,Stable,0.121165592748812,0.18747009184809907,Bull / Volatile,Expansion
2010-08-31,0.15,Low (<2%),-0.03,Stable,0.11556689489848249,0.21149522862189407,Bull / Volatile,Expansion
2010-09-30,0.14,Low (<2%),-0.009999999999999981,Stable,0.028129922081531866,0.21909021426532468,Bull / Volatile,Expansion
2010-10-31,0.16,Low (<2%),0.01999999999999999,Stable,0.07957770330935654,0.24230552248473566,Bull / Volatile,Expansion
2010-11-30,0.12,Low (<2%),0.06999999999999999,Stable,0.14193350319515852,0.2479313117572941,Bull / Volatile,Expansion
2010-12-31,0.17,Low (<2%),0.11000000000000001,Stable,0.07750795758317652,0.20538948232783652,Bull / Volatile,Expansion
2011-01-31,0.12,Low (<2%),0.06,Stable,0.12782713853760175,0.1767185358556762,Bull / Calm,Expansion
2011-02-28,0.15,Low (<2%),0.06999999999999999,Stable,0.19764962329247115,0.16721220865309563,Bull / Calm,Expansion
2011-03-31,0.15,Low (<2%),0.01999999999999999,Stable,0.2016586681980579,0.11025145425563664,Bull / Calm,Expansion
2011-04-30,0.09,Low (<2%),-0.07,Stable,0.1337402795895728,0.08817979486825649,Bull / Calm,Expansion
2011-05-31,0.04,Low (<2%),-0.12,Stable,0.14908700054848278,0.08638612398295557,Bull / Calm,Expansion
2011-06-30,0.06,Low (<2%),-0.1,Stable,0.23479673306368443,0.09559363620049624,Bull / Calm,Expansion
2011-07-31,0.03,Low (<2%),-0.15,Stable,0.2812915996729348,0.07654322978319983,Bull / Calm,Expansion
2011-08-31,0.1,Low (<2%),-0.04999999999999999,Stable,0.1730937345105834,0.08204465063988779,Bull / Calm,Expansion
2011-09-30,0.02,Low (<2%),-0.12000000000000001,Stable,0.16158888595086784,0.09648144826880894,Bull / Calm,Expansion
2011-10-31,0.02,Low (<2%),-0.14,Stable,-0.008569845465310144,0.12244929189602294,Bear / Calm,Expansion
2011-11-30,0.01,Low (<2%),-0.11,Stable,0.059192433179900306,0.21931789895131146,Bull / Volatile,Expansion
2011-12-31,0.01,Low (<2%),-0.16,Stable,0.056253364417117924,0.21953585859446012,Bull / Volatile,Expansion
2012-01-31,0.02,Low (<2%),-0.09999999999999999,Stable,-3.183666393691276e-05,0.22065818839465376,Bear / Volatile,Expansion
2012-02-29,0.06,Low (<2%),-0.09,Stable,0.020441357853319575,0.22906333536915224,Bull / Volatile,Expansion
2012-03-31,0.08,Low (<2%),-0.06999999999999999,Stable,0.028977926686438726,0.20699535267735453,Bull / Volatile,Expansion
2012-04-30,0.07,Low (<2%),-0.01999999999999999,Stable,0.062330779502336675,0.1356382792182649,Bull / Calm,Expansion
2012-05-31,0.1,Low (<2%),0.060000000000000005,Stable,0.02515385571870965,0.0791751551583112,Bull / Calm,Expansion
2012-06-30,0.07,Low (<2%),0.010000000000000009,Stable,-0.025921793326568632,0.13941727372282184,Bear / Calm,Expansion
2012-07-31,0.09,Low (<2%),0.06,Stable,0.03143931659703858,0.14592841358243414,Bull / Calm,Expansion
2012-08-31,0.11,Low (<2%),0.009999999999999995,Stable,0.06735375848804659,0.13725160103125694,Bull / Calm,Expansion
2012-09-30,0.09,Low (<2%),0.06999999999999999,Stable,0.1539843128999503,0.12863271502442056,Bull / Calm,Expansion
2012-10-31,0.1,Low (<2%),0.08,Stable,0.27332908026061786,0.12556976216310684,Bull / Calm,Expansion
2012-11-30,0.11,Low (<2%),0.1,Stable,0.12675335447413527,0.1294913928772675,Bull / Calm,Expansion
2012-12-31,0.08,Low (<2%),0.07,Stable,0.13570611573302882,0.07023356676441275,Bull / Calm,Expansion
2013-01-31,0.05,Low (<2%),0.030000000000000002,Stable,0.1340569092662105,0.054167099381328646,Bull / Calm,Expansion
2013-02-28,0.07,Low (<2%),0.010000000000000009,Stable,0.14149537593862238,0.08166937997117439,Bull / Calm,Expansion
2013-03-31,0.11,Low (<2%),0.03,Stable,0.10910315311051444,0.08114468512571156,Bull / Calm,Expansion
2013-04-30,0.07,Low (<2%),0.0,Stable,0.11410961827101773,0.08668720257585111,Bull / Calm,Expansion
2013-05-31,0.05,Low (<2%),-0.05,Stable,0.1428274404128862,0.0642778688894604,Bull / Calm,Expansion
2013-06-30,0.04,Low (<2%),-0.030000000000000006,Stable,0.24452622234511057,0.056744852140126166,Bull / Calm,Expansion
2013-07-31,0.04,Low (<2%),-0.049999999999999996,Stable,0.17921535575238057,0.07730913608931862,Bull / Calm,Expansion
2013-08-31,0.04,Low (<2%),-0.07,Stable,0.22214572841062474,0.07641009120715005,Bull / Calm,Expansion
2013-09-30,0.03,Low (<2%),-0.06,Stable,0.16095069012886998,0.10609792183544163,Bull / Calm,Expansion
2013-10-31,0.02,Low (<2%),-0.08,Stable,0.1671999816301839,0.1031807871702802,Bull / Calm,Expansion
2013-11-30,0.04,Low (<2%),-0.07,Stable,0.24386754797437682,0.11327516946582847,Bull / Calm,Expansion
2013-12-31,0.06,Low (<2%),-0.020000000000000004,Stable,0.27512744856265403,0.11441498857494388,Bull / Calm,Expansion
2014-01-31,0.07,Low (<2%),0.020000000000000004,Stable,0.2960124957332435,0.10016008098443822,Bull / Calm,Expansion
2014-02-28,0.02,Low (<2%),-0.05,Stable,0.18989258682632104,0.11879220320132344,Bull / Calm,Expansion
2014-03-31,0.05,Low (<2%),-0.06,Stable,0.22761895927543097,0.10242277974777116,Bull / Calm,Expansion
2014-04-30,0.05,Low (<2%),-0.020000000000000004,Stable,0.19318886542338576,0.10348992515678765,Bull / Calm,Expansion
2014-05-31,0.03,Low (<2%),-0.020000000000000004,Stable,0.17925975982963016,0.09401685360656795,Bull / Calm,Expansion
2014-06-30,0.04,Low (<2%),0.0,Stable,0.17956875885076018,0.09164352008243815,Bull / Calm,Expansion
2014-07-31,0.04,Low (<2%),0.0,Stable,0.22035382667791192,0.09035941420530778,Bull / Calm,Expansion
2014-08-31,0.03,Low (<2%),-0.010000000000000002,Stable,0.14530207465874945,0.06713531078652267,Bull / Calm,Expansion
2014-09-30,0.03,Low (<2%),0.0,Stable,0.22682598642923946,0.061575092134669863,Bull / Calm,Expansion
2014-10-31,0.02,Low (<2%),0.0,Stable,0.17289999214533758,0.07357535726442246,Bull / Calm,Expansion
2014-11-30,0.01,Low (<2%),-0.03,Stable,0.14887790995370542,0.07597223568058446,Bull / Calm,Expansion
2014-12-31,0.02,Low (<2%),-0.039999999999999994,Stable,0.14494879943455086,0.07715438195966273,Bull / Calm,Expansion
2015-01-31,0.04,Low (<2%),-0.030000000000000006,Stable,0.11390633786748117,0.07924979687943381,Bull / Calm,Expansion
2015-02-28,0.02,Low (<2%),0.0,Stable,0.1191524851405299,0.09269059047921432,Bull / Calm,Expansion
2015-03-31,0.02,Low (<2%),-0.030000000000000002,Stable,0.13178631060959067,0.10873619743033248,Bull / Calm,Expansion
2015-04-30,0.03,Low (<2%),-0.020000000000000004,Stable,0.10444146379802222,0.10976766671193898,Bull / Calm,Expansion
2015-05-31,0.01,Low (<2%),-0.019999999999999997,Stable,0.1069880112623871,0.10692190522793278,Bull / Calm,Expansion
2015-06-30,0.01,Low (<2%),-0.03,Stable,0.09556187267517191,0.10280965922411447,Bull / Calm,Expansion
2015-07-31,0.01,Low (<2%),-0.03,Stable,0.05248370241155231,0.1084457273435358,Bull / Calm,Expansion
2015-08-31,0.08,Low (<2%),0.05,Stable,0.08969427193858603,0.09576429407026464,Bull / Calm,Expansion
2015-09-30,0.08,Low (<2%),0.05,Stable,-0.015568737418584333,0.10492712367185401,Bear / Calm,Expansion
2015-10-31,-0.01,Low (<2%),-0.03,Stable,-0.026497121990468497,0.10713723611407025,Bear / Calm,Expansion
2015-11-30,0.08,Low (<2%),0.07,Stable,0.030380841460970087,0.17279861450201123,Bull / Calm,Expansion
2015-12-31,0.22,Low (<2%),0.2,Stable,0.0062149844026127,0.17199223887346773,Bull / Calm,Expansion
2016-01-31,0.16,Low (<2%),0.12,Stable,-0.007265997205823549,0.1710947014491563,Bear / Calm,Expansion
2016-02-29,0.32,Low (<2%),0.3,Stable,-0.02744374671953509,0.17983756931340267,Bear / Calm,Expansion
