ticker,portfolio_aware_recommendation,clean_sheet_recommendation,llm_recommendation,branch_classification,recommendation_agreement,score_dispersion,portfolio_aware_rank,clean_sheet_rank,llm_score,disagreement_flag,final_review_required,target_weight_portfolio_aware,clean_sheet_target_weight,passes_hard_filters,dividend_safety_score,cash_flow_quality_score,balance_sheet_strength_score,final_recommendation_score,risk_management_flags,final_recommendation,final_target_weight,confidence_adjustment,baseline_weight,raw_drl_weight,projected_drl_weight,accepted_target_weight,acceptance_selected_weights_source,drl_challenger_status,final_selected_weights_source,drl_rejection_reasons,final_selected_weight,target_weight,security_id,issuer_id,company_name,country,region,sector,industry,currency,average_daily_value_usd,market_cap_usd,dividend_yield,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,regime_suitability_score,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,price_data_quality_score,price_data_exclusion_flag,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,portfolio_method,final_weight
ELE.MC,Hold,Hold,Hold,Reject,1.0,3.2406820264413034,610.0,124.0,55.496789239009004,False,False,0.0,0.0,True,54.18501663972593,60.32082874731664,58.025798954549636,58.09042782844931,narrative_review;,Watchlist,0.0,Review required or no LLM support,0.049999999999999996,0.04181736867826485,0.04371215819109846,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,ELE.MC,NAME:endesasa,Endesa SA,Spain,EU ex-DACH,Utilities,Utilities - Regulated Electric,EUR,38649938.813638486,49320200991.10286,0.038,0.35,0.038,0.19896884512610513,-0.1581736653525887,0.35,0.7874183612946759,-0.008835546675525108,-0.0784746424696619,-0.0784746424696619,0.22695540536004288,0.2862246738652412,50.58984491870093,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
ESSITY-B.ST,Hold,Hold,Hold,Reject,1.0,2.673411420116611,587.0,70.0,57.004562366877934,False,False,0.0,0.0,True,59.26251620253037,54.034340006776134,74.01502346979734,59.651235370231646,narrative_review;,Watchlist,0.0,Review required or no LLM support,0.049999999999999996,0.042070384766817785,0.04396353817958697,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,ESSITY-B.ST,NAME:essityabpubl,Essity AB (publ),Sweden,EU ex-DACH,Consumer Staples,Household & Personal Products,SEK,39872604.4658575,19620400402.730167,0.031,0.35,0.031,0.1838830498208879,-0.12013707570428633,0.35,0.7536718390275114,0.01817459613519662,-0.046184471302114144,-0.046184471302114144,0.22028873869337623,0.2963541177081595,50.31778943781364,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
HEN3.XETRA,Hold,Hold,Hold,Reject,1.0,0.9081232600190178,596.0,32.0,62.59863944160642,False,False,0.0,0.0,True,61.92779221858873,61.24730540338719,90.40797772042104,63.09054839423957,narrative_review;ml_drawdown_risk;,Watchlist,0.0,Review required or no LLM support,0.049999999999999996,0.042292764783031074,0.04418448019962857,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,HEN3.XETRA,NAME:henkelagcokgaavzprefshares,Henkel AG & Co. KGaA vz. (Pref Shares),Germany,DACH,Consumer Staples,Household & Personal Products,EUR,39388221.14124925,36711967245.75933,0.027000000000000003,0.35,0.027000000000000003,0.19525735981731993,-0.15423415647844463,0.35,0.7806129843159341,-0.002802317607920657,-0.07114239354398262,-0.07114239354398262,0.22695540536004288,0.30855609637305753,54.9783623442181,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
HIG.US,Buy,Buy,Hold,Reject,0.6666666666666666,9.057829652182841,1.0,5.0,57.67249225524668,True,True,0.05,0.05,True,68.04279766179056,84.30154185623391,42.50712758374911,69.36066289659607,narrative_review;,Hold,0.0,Review required or no LLM support,0.049999999999999996,0.04437526157585935,0.04449170439315276,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,HIG.US,NAME:hartfordfinancialservicesgroup,Hartford Financial Services Group,United States,US,Financials,Insurance - Diversified,USD,258442551.05999997,39614644224.0,0.0167,0.35,0.0167,0.19287713665688405,-0.14871264259502381,0.35,0.776329460372317,0.0016278274819715444,-0.06587917034793787,-0.06587917034793787,0.29360781685921133,0.27457639307045506,77.59616236052904,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
IMB.LSE,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,4.405023730853155,265.0,40.0,58.208326499911166,True,True,0.05,0.0,True,64.74353900103108,79.15185350173415,50.68453399515016,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.049999999999999996,0.044459102626815926,0.046336809658525845,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,IMB.LSE,NAME:imperialbrandsplc,Imperial Brands PLC,United Kingdom,UK,Consumer Staples,Tobacco,GBX,108609305.10956678,28247281433.55433,0.060700000000000004,0.35,0.060700000000000004,0.21226315608544052,-0.20977197781715462,0.35,0.8231627312643504,-0.034464165641039435,-0.10875627027094362,-0.10875627027094362,0.2967287386933762,0.3052678132491873,72.70300415285553,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
NOVN.SW,Hold,Hold,Hold,Reject,1.0,4.111641918090696,430.0,36.0,56.95464051134989,False,False,0.0,0.0,True,53.000012168824625,75.0626598503976,77.35106648571,63.01225669597396,narrative_review;,Watchlist,0.0,Review required or no LLM support,0.049999999999999996,0.04319378401757234,0.04507967309182101,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,NOVN.SW,NAME:novartisag,Novartis AG,Switzerland,DACH,Healthcare,Drug Manufacturers - General,CHF,415891681.52164596,293874366051.8231,0.0297,0.35,0.0297,0.19313732903127911,-0.15311446230603099,0.35,0.7780557847055121,0.0007587750898660484,-0.06683929007108164,-0.06683929007108164,0.30219540536004286,0.2840612654921317,62.72320454419196,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
ORA.PA,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.2378457744587505,325.0,41.0,53.958575977999644,True,True,0.047332585235708644,0.0,True,63.394100323378275,67.96944858377495,76.94590644842381,64,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.049999999999999996,0.042412208133812704,0.044303151183154636,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,ORA.PA,NAME:orangesa,Orange S.A.,France,EU ex-DACH,Communication Services,Telecom Services,EUR,84265599.93620488,49246074407.90148,0.0472,0.35,0.0472,0.22311885924139865,-0.23901752602814463,0.35,0.848148127224192,-0.05406748422858909,-0.1321590849630786,-0.1321590849630786,0.3014229668812957,0.30155271044445275,64.30126369479322,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
SEB-A.ST,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.0297325458011075,201.0,129.0,58.58876085228226,True,True,0.04972962139315616,0.0,True,74.16236684087283,70.94543980408986,42.50712758374911,58.469988708689925,narrative_review;,Hold,0.0,Review required or no LLM support,0.049999999999999996,0.04369198762789405,0.043812859424620404,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,SEB-A.ST,NAME:skandinaviskaenskildabankenabpubl,Skandinaviska Enskilda Banken AB (publ),Sweden,EU ex-DACH,Financials,Banks - Regional,SEK,54827271.472250536,44936874150.117874,0.0381,0.35,0.0381,0.1901467817454433,-0.1389839311943552,0.35,0.7688241534797349,0.006688799165011805,-0.05986257444589335,-0.05986257444589335,0.24694115019254465,0.29086036891064676,65.78576638432688,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
SHELL.AS,Buy,Buy,Hold,Reject,0.6666666666666666,4.000554026167703,236.0,17.0,59.842679502688,True,True,0.05,0.05,True,67.38743093703016,71.15411093261659,69.22610197471238,64,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.049999999999999996,0.04425297172174488,0.04613201167648486,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999996,0.049999999999999996,SHELL.AS,NAME:shellplc,Shell PLC,Netherlands,EU ex-DACH,Energy,Oil & Gas Integrated,EUR,187611526.01360202,243689233815.97385,0.07139999999999999,0.35,0.07139999999999999,0.2226260332645762,-0.23380485905696202,0.35,0.8454214567576818,-0.05285273705138477,-0.13077184869398645,-0.13077184869398645,0.26751096091559845,0.30764744924670817,73.01895791990638,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999996
EN.PA,Hold,Hold,Hold,Reject,1.0,4.488206269370074,406.0,87.0,56.09989240833147,False,False,0.0,0.0,True,63.220989996896655,62.7793077429615,58.80314293264592,63.399845530286676,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,Watchlist,0.0,Review required or no LLM support,0.049999999999999704,0.0419151790480584,0.0438093360819454,0.049999999999999704,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('insufficient_prospective_shadow_cycles',)",0.049999999999999704,0.049999999999999704,EN.PA,NAME:bouyguessa,Bouygues SA,France,EU ex-DACH,Industrials,Engineering & Construction,EUR,46561566.62603525,21478469117.462776,0.043,0.35,0.043,0.22668897021208928,-0.23579866627195334,0.35,0.851802749557553,-0.05928574825987931,-0.13862688783411053,-0.13862688783411053,0.2363998498044873,0.2954699246540598,67.71180836634076,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.049999999999999704
