ticker,portfolio_aware_recommendation,clean_sheet_recommendation,llm_recommendation,branch_classification,recommendation_agreement,score_dispersion,portfolio_aware_rank,clean_sheet_rank,llm_score,disagreement_flag,final_review_required,target_weight_portfolio_aware,clean_sheet_target_weight,passes_hard_filters,dividend_safety_score,cash_flow_quality_score,balance_sheet_strength_score,final_recommendation_score,risk_management_flags,recommendation,final_target_weight,confidence_adjustment,baseline_weight,raw_drl_weight,projected_drl_weight,accepted_target_weight,acceptance_selected_weights_source,drl_challenger_status,final_selected_weights_source,drl_rejection_reasons,final_selected_weight,target_weight,security_id,issuer_id,company_name,country,region,sector,industry,currency,average_daily_value_usd,market_cap_usd,dividend_yield,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,regime_suitability_score,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,price_data_quality_score,price_data_exclusion_flag,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,portfolio_method,final_weight,source
CS.PA,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,4.1924523574199535,286,75,58.62066243478155,True,True,0.05,0.0,True,73.16731654391009,82.31683370296496,42.50713266761769,60.03674001112383,alt_data_review;narrative_review;,Hold,0.0,Review required or no LLM support,0.05,0.0452354109802894,0.044986896923504,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,CS.PA,NAME:axasa,AXA SA,France,EU ex-DACH,Financials,Insurance - Diversified,EUR,170088409.6330641,104711054647.36104,0.0519,0.35,0.0519,0.1810739086742248,-0.1202116924514944,0.35,0.7502291384563102,0.022596776498583,-0.0407790915373956,-0.0407790915373956,0.2869432753940237,0.2899870030647445,79.67061499864242,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
ESSITY-B.ST,Hold,Hold,Hold,Reject,1.0,4.173750882712482,602,85,53.764860523096544,False,False,0.0,0.0,True,58.71575310646699,53.87804100924861,74.02029816529256,59.00150107958138,narrative_review;,Watchlist,0.0,Review required or no LLM support,0.05,0.0412962522261637,0.0431797206249025,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,ESSITY-B.ST,NAME:essityabpubl,Essity AB (publ),Sweden,EU ex-DACH,Consumer Staples,Household & Personal Products,SEK,39872604.4658575,19620400402.730167,0.031,0.35,0.031,0.1838830498208879,-0.1257288625442011,0.35,0.755816441400774,0.0176847799042044,-0.0466742875331062,-0.0466742875331062,0.2675130962848147,0.2927992705720121,49.929971504524495,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
HEN3.XETRA,Hold,Hold,Hold,Reject,1.0,4.046904944617439,652,38,55.62989675493292,False,False,0.0,0.0,True,62.87727739403572,60.0827527356216,90.4119942316697,60.75371697323173,narrative_review;ml_drawdown_risk;,Watchlist,0.0,Review required or no LLM support,0.05,0.0418702553712861,0.0437503678568814,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,HEN3.XETRA,NAME:henkelagcokgaavzprefshares,Henkel AG & Co. KGaA vz. (Pref Shares),Germany,DACH,Consumer Staples,Household & Personal Products,EUR,39388221.14124925,36711967245.75933,0.027,0.35,0.027,0.1952573598173199,-0.1545085926227184,0.35,0.7808672356519826,-0.0027896406814518,-0.0711297166175137,-0.0711297166175137,0.2399575407292591,0.3023574268790789,55.2203138496814,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
LI.PA,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.682838480149274,397,37,52.97592203192357,True,True,0.0433832271629545,0.0,True,72.69936148917779,78.0352565749876,32.14971769107533,59.69041525141806,narrative_review;,Hold,0.0,Review required or no LLM support,0.05,0.0438486022607321,0.0457171483305136,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,LI.PA,NAME:klepierresa,Klepierre SA,France,EU ex-DACH,Real Estate,REIT - Retail,EUR,29093021.06378373,12957099035.098713,0.0475,0.35,0.0475,0.164107642322359,-0.0791262193276943,0.35,0.7136312944890961,0.0529776960519354,-0.0044599787608902,-0.0044599787608902,0.3491810621174677,0.2736877567500407,60.82280790494974,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
MCD.US,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.136449990470038,120,40,57.27232110643416,True,True,0.0465956572244726,0.0,True,55.5245911033436,68.55941173676334,52.20132849617452,63.9088490346246,narrative_review;,Hold,0.0,Review required or no LLM support,0.05,0.0432027638626319,0.0450750858296109,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,MCD.US,NAME:mcdonaldscorporation,McDonald’s Corporation,United States,US,Consumer Discretionary,Restaurants,USD,1293195713.32,196284350464.0,0.0272,0.35,0.0272,0.1810170697391202,-0.1144649181906294,0.35,0.7480909235206754,0.0232265448090685,-0.0401294295996235,-0.0401294295996235,0.2496808908677884,0.2876779867223422,61.82305053809608,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
NOVN.SW,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,1.529162611826351,313,27,63.20493781007482,True,True,0.0469469778822957,0.0,True,55.87043347105013,75.09767770175114,77.35803892340972,65.16045127685616,narrative_review;,Hold,0.0,Review required or no LLM support,0.05,0.0434936380725122,0.0453642594420217,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,NOVN.SW,NAME:novartisag,Novartis AG,Switzerland,DACH,Healthcare,Drug Manufacturers - General,CHF,415891681.521646,293874366051.8231,0.0297,0.35,0.0297,0.1931373290312791,-0.1436395601427011,0.35,0.7748527166852137,0.001690219972085,-0.0659078451888626,-0.0659078451888626,0.2571975407292591,0.2724775240250243,63.81642061643673,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
PG.US,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,3.2079571169001144,273,28,60.561114312796335,True,True,0.0476971966221364,0.0,True,54.557616656445575,67.94358561974859,83.07373898557907,64.60684292834337,narrative_review;,Hold,0.0,Review required or no LLM support,0.05,0.0432600480919361,0.0451320351461387,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,PG.US,NAME:proctergamblecompany,Procter & Gamble Company,United States,US,Consumer Staples,Household & Personal Products,USD,1304269098.3,341621932032.0,0.0297,0.35,0.0297,0.1963597563700154,-0.1477415955424349,0.35,0.7805401403780918,-0.0037349335810503,-0.0724608483105557,-0.0724608483105557,0.2269575407292591,0.2724777232989194,64.25208451734511,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
SBRY.LSE,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.629508312494521,369,114,52.238572115691646,True,True,0.05,0.0,True,67.46217883180803,60.602073605608986,43.90281221438072,61.16300249012455,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Hold,0.0,Review required or no LLM support,0.05,0.0421759588449065,0.0440542840337148,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,SBRY.LSE,NAME:jsainsburyplc,J Sainsbury PLC,United Kingdom,UK,Consumer Staples,Grocery Stores,GBX,56418816.4390127,10225285640.493116,0.0385,0.35,0.0385,0.2127267375901076,-0.2191391544565193,0.35,0.8270962339748145,-0.0361210369002859,-0.1105753950568236,-0.1105753950568236,0.3389290309000277,0.3095256656012911,68.54400224876477,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
SHEL.US,Buy,Buy,Hold,Reject,0.6666666666666666,3.644244689250817,12,3,66.20693042806394,True,True,0.05,0.05,True,74.63144090020515,72.57267472726399,69.22999347406474,64.0,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.05,0.0445089040287369,0.0463735896404311,0.05,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.05,0.05,SHEL.US,NAME:shellplcadr,Shell PLC ADR,United States,US,Energy,Oil & Gas Integrated,USD,620939468.8,247694376960.0,0.0356,0.35,0.0356,0.2198581755669417,-0.215975463456938,0.35,0.8356037494092583,-0.0468080519154167,-0.1237584133638463,-0.1237584133638463,0.2269575407292591,0.2953200364185854,81.0568103065126,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.05,explicit_final_portfolio
ORA.PA,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,3.2261720782558165,318,41,59.72601060916077,True,True,0.0473967594710622,0.0,True,64.23281862378607,69.29549448180433,76.95125373147171,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0499999999999997,0.0424180099818316,0.0442949200168185,0.0499999999999997,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('turnover_exceeds_hard_limit',)",0.0499999999999997,0.0499999999999997,ORA.PA,NAME:orangesa,Orange S.A.,France,EU ex-DACH,Communication Services,Telecom Services,EUR,84265599.93620488,49246074407.90148,0.0472,0.35,0.0472,0.2231188592413986,-0.2353747454814305,0.35,0.8468299267945407,-0.0537182383582076,-0.1318098390926971,-0.1318098390926971,0.2809806578060674,0.3009231489661977,64.3145820960712,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,100.0,False,True,False,True,optimal,cvar_constrained,0.0499999999999997,explicit_final_portfolio
