frame_id,document_id,security_id,ticker,publication_timestamp,distance_from_company_mean_frame,distance_from_previous_frame,distance_from_rolling_30d_mean,distance_from_rolling_90d_mean,distance_from_positive_quality_anchor,distance_from_distress_anchor,distance_from_dividend_risk_anchor,distance_from_credit_stress_anchor,distance_from_governance_risk_anchor,distance_from_regulatory_risk_anchor,semantic_drift_score,risk_reframing_score,positive_reframing_score,narrative_state
FRAME-NARR-004-5-WOLF004,NARR-004-5,WOLF004,WLF004,2026-04-14,0.09483449146110845,0.0,0.09483449146110845,0.09483449146110845,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,0.0,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-004-4-WOLF004,NARR-004-4,WOLF004,WLF004,2026-05-05,0.05628719046441211,0.1773830227620271,0.1773830227620271,0.1773830227620271,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-004-3-WOLF004,NARR-004-3,WOLF004,WLF004,2026-05-26,0.15114357124189426,0.24186120717030335,0.24801118579352432,0.24801118579352432,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-004-2-WOLF004,NARR-004-2,WOLF004,WLF004,2026-06-16,0.10851869282615012,0.37207829580613727,0.18781571858194646,0.18781571858194646,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-004-1-WOLF004,NARR-004-1,WOLF004,WLF004,2026-07-07,0.04485495557722008,0.17552063683981012,0.07244053201016787,0.07244053201016787,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-005-5-WOLF005,NARR-005-5,WOLF005,WLF005,2026-04-09,0.042167949392989734,0.0,0.042167949392989734,0.042167949392989734,0.55,0.08,0.55,0.55,0.55,0.55,0.0,92.0,44.99999999999999,distress
FRAME-NARR-005-4-WOLF005,NARR-005-4,WOLF005,WLF005,2026-04-30,0.0941926343834395,0.1832408671737692,0.1832408671737692,0.1832408671737692,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-005-3-WOLF005,NARR-005-3,WOLF005,WLF005,2026-05-21,0.0688684683965709,0.1773830227620271,0.118633433154551,0.118633433154551,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-005-2-WOLF005,NARR-005-2,WOLF005,WLF005,2026-06-11,0.12450277420659073,0.24186120717030335,0.16753212969829634,0.16753212969829634,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-005-1-WOLF005,NARR-005-1,WOLF005,WLF005,2026-07-02,0.12250408136941249,0.37207829580613727,0.19203840458515087,0.19203840458515087,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-006-5-WOLF006,NARR-006-5,WOLF006,WLF006,2026-04-04,0.05141915017903009,0.0,0.05141915017903009,0.05141915017903009,0.55,0.55,0.55,0.08,0.55,0.55,0.0,92.0,44.99999999999999,credit_stress
FRAME-NARR-006-4-WOLF006,NARR-006-4,WOLF006,WLF006,2026-04-25,0.035019079669877495,0.11795885322140587,0.11795885322140587,0.11795885322140587,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-006-3-WOLF006,NARR-006-3,WOLF006,WLF006,2026-05-16,0.10972926588841336,0.1832408671737692,0.1611264393095273,0.1611264393095273,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-006-2-WOLF006,NARR-006-2,WOLF006,WLF006,2026-06-06,0.061874016981104285,0.1773830227620271,0.0848688468350729,0.0848688468350729,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-006-1-WOLF006,NARR-006-1,WOLF006,WLF006,2026-06-27,0.1054683370947962,0.24186120717030335,0.16480437841522066,0.16480437841522066,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-007-5-WOLF007,NARR-007-5,WOLF007,WLF007,2026-03-30,0.09856644756534783,0.0,0.09856644756534783,0.09856644756534783,0.55,0.55,0.55,0.55,0.08,0.55,0.0,92.0,44.99999999999999,governance_risk
FRAME-NARR-007-4-WOLF007,NARR-007-4,WOLF007,WLF007,2026-04-20,0.046573671379705917,0.17552063683981012,0.17552063683981012,0.17552063683981012,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-007-3-WOLF007,NARR-007-3,WOLF007,WLF007,2026-05-11,0.06994791664234046,0.11795885322140587,0.13834644955570152,0.13834644955570152,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-007-2-WOLF007,NARR-007-2,WOLF007,WLF007,2026-06-01,0.08449545516164392,0.1832408671737692,0.1376914366966968,0.1376914366966968,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-007-1-WOLF007,NARR-007-1,WOLF007,WLF007,2026-06-22,0.05536854370514921,0.1773830227620271,0.0880440739242303,0.0880440739242303,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-008-5-WOLF008,NARR-008-5,WOLF008,WLF008,2026-03-25,0.11990162080608702,0.0,0.11990162080608702,0.11990162080608702,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
FRAME-NARR-008-4-WOLF008,NARR-008-4,WOLF008,WLF008,2026-04-15,0.11957994744945011,0.37207829580613727,0.37207829580613727,0.37207829580613727,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-008-3-WOLF008,NARR-008-3,WOLF008,WLF008,2026-05-06,0.05552220743824454,0.17552063683981012,0.10311603329328234,0.10311603329328234,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-008-2-WOLF008,NARR-008-2,WOLF008,WLF008,2026-05-27,0.04030161343201455,0.11795885322140587,0.06334626336090055,0.06334626336090055,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-008-1-WOLF008,NARR-008-1,WOLF008,WLF008,2026-06-17,0.10012518269984139,0.1832408671737692,0.15797507701591318,0.15797507701591318,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-009-5-WOLF009,NARR-009-5,WOLF009,WLF009,2026-03-20,0.06250146075662899,0.0,0.06250146075662899,0.06250146075662899,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
FRAME-NARR-009-4-WOLF009,NARR-009-4,WOLF009,WLF009,2026-04-10,0.11141424606650674,0.24186120717030335,0.24186120717030335,0.24186120717030335,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-009-3-WOLF009,NARR-009-3,WOLF009,WLF009,2026-05-01,0.12987117061296982,0.37207829580613727,0.24044007107697318,0.24044007107697318,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-009-2-WOLF009,NARR-009-2,WOLF009,WLF009,2026-05-22,0.04332703114528358,0.17552063683981012,0.06782629067152857,0.06782629067152857,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-009-1-WOLF009,NARR-009-1,WOLF009,WLF009,2026-06-12,0.041273316710739194,0.11795885322140587,0.06622901687531602,0.06622901687531602,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-010-5-WOLF010,NARR-010-5,WOLF010,WLF010,2026-03-15,0.09483449146110845,0.0,0.09483449146110845,0.09483449146110845,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,0.0,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-010-4-WOLF010,NARR-010-4,WOLF010,WLF010,2026-04-05,0.05628719046441211,0.1773830227620271,0.1773830227620271,0.1773830227620271,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-010-3-WOLF010,NARR-010-3,WOLF010,WLF010,2026-04-26,0.15114357124189426,0.24186120717030335,0.24801118579352432,0.24801118579352432,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-010-2-WOLF010,NARR-010-2,WOLF010,WLF010,2026-05-17,0.10851869282615012,0.37207829580613727,0.18781571858194646,0.18781571858194646,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-010-1-WOLF010,NARR-010-1,WOLF010,WLF010,2026-06-07,0.04485495557722008,0.17552063683981012,0.07244053201016787,0.07244053201016787,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-011-5-WOLF011,NARR-011-5,WOLF011,WLF011,2026-03-10,0.042167949392989734,0.0,0.042167949392989734,0.042167949392989734,0.55,0.08,0.55,0.55,0.55,0.55,0.0,92.0,44.99999999999999,distress
FRAME-NARR-011-4-WOLF011,NARR-011-4,WOLF011,WLF011,2026-03-31,0.0941926343834395,0.1832408671737692,0.1832408671737692,0.1832408671737692,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-011-3-WOLF011,NARR-011-3,WOLF011,WLF011,2026-04-21,0.0688684683965709,0.1773830227620271,0.118633433154551,0.118633433154551,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-011-2-WOLF011,NARR-011-2,WOLF011,WLF011,2026-05-12,0.12450277420659073,0.24186120717030335,0.16753212969829634,0.16753212969829634,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-011-1-WOLF011,NARR-011-1,WOLF011,WLF011,2026-06-02,0.12250408136941249,0.37207829580613727,0.19203840458515087,0.19203840458515087,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-012-5-WOLF012,NARR-012-5,WOLF012,WLF012,2026-03-05,0.05141915017903009,0.0,0.05141915017903009,0.05141915017903009,0.55,0.55,0.55,0.08,0.55,0.55,0.0,92.0,44.99999999999999,credit_stress
FRAME-NARR-012-4-WOLF012,NARR-012-4,WOLF012,WLF012,2026-03-26,0.035019079669877495,0.11795885322140587,0.11795885322140587,0.11795885322140587,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-012-3-WOLF012,NARR-012-3,WOLF012,WLF012,2026-04-16,0.10972926588841336,0.1832408671737692,0.1611264393095273,0.1611264393095273,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-012-2-WOLF012,NARR-012-2,WOLF012,WLF012,2026-05-07,0.061874016981104285,0.1773830227620271,0.0848688468350729,0.0848688468350729,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-012-1-WOLF012,NARR-012-1,WOLF012,WLF012,2026-05-28,0.1054683370947962,0.24186120717030335,0.16480437841522066,0.16480437841522066,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-013-5-WOLF013,NARR-013-5,WOLF013,WLF013,2026-02-28,0.09856644756534783,0.0,0.09856644756534783,0.09856644756534783,0.55,0.55,0.55,0.55,0.08,0.55,0.0,92.0,44.99999999999999,governance_risk
FRAME-NARR-013-4-WOLF013,NARR-013-4,WOLF013,WLF013,2026-03-21,0.046573671379705917,0.17552063683981012,0.17552063683981012,0.17552063683981012,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-013-3-WOLF013,NARR-013-3,WOLF013,WLF013,2026-04-11,0.06994791664234046,0.11795885322140587,0.13834644955570152,0.13834644955570152,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-013-2-WOLF013,NARR-013-2,WOLF013,WLF013,2026-05-02,0.08449545516164392,0.1832408671737692,0.1376914366966968,0.1376914366966968,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-013-1-WOLF013,NARR-013-1,WOLF013,WLF013,2026-05-23,0.05536854370514921,0.1773830227620271,0.0880440739242303,0.0880440739242303,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-014-5-WOLF014,NARR-014-5,WOLF014,WLF014,2026-02-23,0.11990162080608702,0.0,0.11990162080608702,0.11990162080608702,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
FRAME-NARR-014-4-WOLF014,NARR-014-4,WOLF014,WLF014,2026-03-16,0.11957994744945011,0.37207829580613727,0.37207829580613727,0.37207829580613727,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-014-3-WOLF014,NARR-014-3,WOLF014,WLF014,2026-04-06,0.05552220743824454,0.17552063683981012,0.10311603329328234,0.10311603329328234,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-014-2-WOLF014,NARR-014-2,WOLF014,WLF014,2026-04-27,0.04030161343201455,0.11795885322140587,0.06334626336090055,0.06334626336090055,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-014-1-WOLF014,NARR-014-1,WOLF014,WLF014,2026-05-18,0.10012518269984139,0.1832408671737692,0.15797507701591318,0.15797507701591318,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-015-5-WOLF015,NARR-015-5,WOLF015,WLF015,2026-02-18,0.06250146075662899,0.0,0.06250146075662899,0.06250146075662899,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
FRAME-NARR-015-4-WOLF015,NARR-015-4,WOLF015,WLF015,2026-03-11,0.11141424606650674,0.24186120717030335,0.24186120717030335,0.24186120717030335,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-015-3-WOLF015,NARR-015-3,WOLF015,WLF015,2026-04-01,0.12987117061296982,0.37207829580613727,0.24044007107697318,0.24044007107697318,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-015-2-WOLF015,NARR-015-2,WOLF015,WLF015,2026-04-22,0.04332703114528358,0.17552063683981012,0.06782629067152857,0.06782629067152857,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-015-1-WOLF015,NARR-015-1,WOLF015,WLF015,2026-05-13,0.041273316710739194,0.11795885322140587,0.06622901687531602,0.06622901687531602,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-016-5-WOLF016,NARR-016-5,WOLF016,WLF016,2026-02-13,0.09483449146110845,0.0,0.09483449146110845,0.09483449146110845,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,0.0,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-016-4-WOLF016,NARR-016-4,WOLF016,WLF016,2026-03-06,0.05628719046441211,0.1773830227620271,0.1773830227620271,0.1773830227620271,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-016-3-WOLF016,NARR-016-3,WOLF016,WLF016,2026-03-27,0.15114357124189426,0.24186120717030335,0.24801118579352432,0.24801118579352432,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-016-2-WOLF016,NARR-016-2,WOLF016,WLF016,2026-04-17,0.10851869282615012,0.37207829580613727,0.18781571858194646,0.18781571858194646,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-016-1-WOLF016,NARR-016-1,WOLF016,WLF016,2026-05-08,0.04485495557722008,0.17552063683981012,0.07244053201016787,0.07244053201016787,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-017-5-WOLF017,NARR-017-5,WOLF017,WLF017,2026-02-08,0.042167949392989734,0.0,0.042167949392989734,0.042167949392989734,0.55,0.08,0.55,0.55,0.55,0.55,0.0,92.0,44.99999999999999,distress
FRAME-NARR-017-4-WOLF017,NARR-017-4,WOLF017,WLF017,2026-03-01,0.0941926343834395,0.1832408671737692,0.1832408671737692,0.1832408671737692,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-017-3-WOLF017,NARR-017-3,WOLF017,WLF017,2026-03-22,0.0688684683965709,0.1773830227620271,0.118633433154551,0.118633433154551,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-017-2-WOLF017,NARR-017-2,WOLF017,WLF017,2026-04-12,0.12450277420659073,0.24186120717030335,0.16753212969829634,0.16753212969829634,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-017-1-WOLF017,NARR-017-1,WOLF017,WLF017,2026-05-03,0.12250408136941249,0.37207829580613727,0.19203840458515087,0.19203840458515087,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-018-5-WOLF018,NARR-018-5,WOLF018,WLF018,2026-02-03,0.05141915017903009,0.0,0.05141915017903009,0.05141915017903009,0.55,0.55,0.55,0.08,0.55,0.55,0.0,92.0,44.99999999999999,credit_stress
FRAME-NARR-018-4-WOLF018,NARR-018-4,WOLF018,WLF018,2026-02-24,0.035019079669877495,0.11795885322140587,0.11795885322140587,0.11795885322140587,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-018-3-WOLF018,NARR-018-3,WOLF018,WLF018,2026-03-17,0.10972926588841336,0.1832408671737692,0.1611264393095273,0.1611264393095273,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-018-2-WOLF018,NARR-018-2,WOLF018,WLF018,2026-04-07,0.061874016981104285,0.1773830227620271,0.0848688468350729,0.0848688468350729,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-018-1-WOLF018,NARR-018-1,WOLF018,WLF018,2026-04-28,0.1054683370947962,0.24186120717030335,0.16480437841522066,0.16480437841522066,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-019-4-WOLF019,NARR-019-4,WOLF019,WLF019,2026-02-19,0.046573671379705917,0.0,0.046573671379705917,0.046573671379705917,0.55,0.55,0.55,0.08,0.55,0.55,0.0,92.0,44.99999999999999,credit_stress
FRAME-NARR-019-3-WOLF019,NARR-019-3,WOLF019,WLF019,2026-03-12,0.06994791664234046,0.11795885322140587,0.11795885322140587,0.11795885322140587,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-019-2-WOLF019,NARR-019-2,WOLF019,WLF019,2026-04-02,0.08449545516164403,0.1832408671737692,0.1611264393095273,0.1611264393095273,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-019-1-WOLF019,NARR-019-1,WOLF019,WLF019,2026-04-23,0.05536854370514921,0.1773830227620271,0.0848688468350729,0.0848688468350729,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-019-5-WOLF019,NARR-019-5,WOLF019,WLF019,2026-07-18,0.09856644756534783,0.2036146628187273,0.1542659196858659,0.1542659196858659,0.55,0.55,0.55,0.55,0.08,0.55,20.36146628187273,92.0,44.99999999999999,governance_risk
FRAME-NARR-020-4-WOLF020,NARR-020-4,WOLF020,WLF020,2026-02-14,0.11957994744945011,0.0,0.11957994744945011,0.11957994744945011,0.55,0.55,0.55,0.55,0.08,0.55,0.0,92.0,44.99999999999999,governance_risk
FRAME-NARR-020-3-WOLF020,NARR-020-3,WOLF020,WLF020,2026-03-07,0.05552220743824432,0.17552063683981012,0.17552063683981012,0.17552063683981012,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-020-2-WOLF020,NARR-020-2,WOLF020,WLF020,2026-03-28,0.04030161343201455,0.11795885322140587,0.13834644955570152,0.13834644955570152,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-020-1-WOLF020,NARR-020-1,WOLF020,WLF020,2026-04-18,0.10012518269984139,0.1832408671737692,0.1376914366966968,0.1376914366966968,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-020-5-WOLF020,NARR-020-5,WOLF020,WLF020,2026-07-13,0.11990162080608702,0.32240446597908357,0.18780035814369056,0.18780035814369056,0.08,0.55,0.55,0.55,0.55,0.55,32.24044659790836,44.99999999999999,92.0,positive_stable
FRAME-NARR-021-4-WOLF021,NARR-021-4,WOLF021,WLF021,2026-02-09,0.11141424606650674,0.0,0.11141424606650674,0.11141424606650674,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
