security_id,ticker,company_name,country,region,sector,currency,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used
WOLF013,WLF013,Wolf United Kingdom Healthcare 13,United Kingdom,UK,Healthcare,GBP,0.0,0.0,Exclude,59.83662096074708,59.83662096074708,69.34259374223988,48.141163175426854,56.77083333333333,81.26103506683116,0.35,0.019786355810491322,0.22770554419546163,-0.2712865237337625,0.35,0.8663440303094084,-0.06430086137701851,-0.1439978018454301,-0.1439978018454301,0.34542974043076746,0.3315059248254385,20.571114549347158,56.85074657997653,64.05749996605044,16.666666666666664,24967367.526532173,0.019786355810491322,0.4347757903070035,74.1347632841072,81.521519242197,44.093799548838646,False,False,True,True,False,False,Equity,Active,liquidity_stress;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,cvar_constrained,False,True
WOLF007,WLF007,Wolf China Healthcare 7,China,Mainland China,Healthcare,CNY,0.0,0.0,Exclude,59.7325197990308,59.7325197990308,79.56053151643076,50.22620809702349,51.14583333333333,79.20317918128536,0.14464426603304523,0.026681883095610457,0.136849548949116,-0.20304914892088735,0.14464426603304523,0.4441790534672033,-0.10210174997222071,-0.1499990921044113,-0.1499990921044113,0.2511022445779629,0.272583990931337,21.428441729201616,44.97288904627534,36.44401111165012,79.16666666666666,99085870.36595793,0.026681883095610457,0.07142690548189777,74.1090545225508,57.954419585774474,54.81297551530522,False,False,True,True,False,False,Equity,Active,narrative_review;narrative_exclusion;ml_downside_tail_risk;ml_asymmetric_downside;,0.04999999999999999,cvar_constrained,True,True
WOLF014,WLF014,Wolf United States Consumer Staples 14,United States,US,Consumer Staples,USD,0.0,0.0,Exclude,59.134171256862814,59.134171256862814,62.973843224898594,45.46229031156579,48.77083333333333,66.1875587016106,0.15215798635426794,0.033326556401459484,0.37727522140261155,-0.9503646523337135,0.15215798635426794,1.0386443794656464,-0.5418204562172777,-0.6738667837081918,-0.6738667837081918,0.263632598144078,0.4677579973100311,96.26668338688454,68.16767805122316,100.0,4.166666666666666,7168844.362892996,0.033326556401459484,0.24891691372355526,90.69876564751054,50.704906134910836,72.15416279494988,False,False,True,True,True,False,Equity,Active,liquidity_stress;alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF017,WLF017,Wolf Germany Industrials 17,Germany,DACH,Industrials,EUR,0.0,0.0,Exclude,58.37237454602039,58.37237454602039,79.52137136826421,64.17574084170795,66.45416666666668,60.37718303543883,0.2605812083873186,0.054658238569722274,0.14148019703205789,-0.10260592343220942,0.2605812083873186,0.5713939626059532,0.00508657234197013,-0.044431496619250124,-0.044431496619250124,0.24818346959411589,0.29268483766664893,6.347356659892875,47.1350527089119,37.95146633813881,37.5,45714245.31211453,0.054658238569722274,0.45213165043504727,36.72319028492665,74.07504403447722,67.88306907154653,False,False,True,True,False,False,Equity,Active,narrative_review;narrative_exclusion;,0.0,cvar_constrained,False,True
WOLF011,WLF011,Wolf France Industrials 11,France,EU ex-DACH,Industrials,EUR,0.0,0.0,Exclude,58.286971099309675,58.286971099309675,70.89210330270673,55.68400377387783,82.20416666666668,74.47718303543883,0.2754786734207589,0.03641086633943691,0.16159169256095066,-0.13505373436519325,0.2754786734207589,0.6297033207721838,-0.015791052521136717,-0.07234814491746944,-0.07234814491746944,0.21863259814407807,0.2833304705189108,10.335449273924207,44.46450188301698,43.061804958906144,33.33333333333333,43834064.239324465,0.03641086633943691,0.34870423260847655,51.23084964292353,67.84953361689205,63.85905840155571,False,False,True,True,False,False,Equity,Active,narrative_review;narrative_exclusion;,0.0,cvar_constrained,False,True
WOLF009,WLF009,Wolf Germany Utilities 9,Germany,DACH,Utilities,EUR,0.0,0.0,Exclude,58.17322633282535,58.17322633282535,76.30495457743564,47.89229776109225,28.770833333333332,60.712905034811726,0.19426243666839785,0.05095800272767773,0.21751587277758647,-0.38904697701049384,0.19426243666839785,0.6828124583292418,-0.20071568529477105,-0.2768462407669263,-0.2768462407669263,0.25391220028661393,0.35171484084974014,39.549462966703764,54.254677036556906,60.35407145040552,8.333333333333332,9530436.220292687,0.05095800272767773,0.3283672447066668,61.87233985806181,71.18158758155947,71.35894598407309,False,False,True,True,False,False,Equity,Active,liquidity_stress;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF002,WLF002,Wolf Switzerland Consumer Staples 2,Switzerland,DACH,Consumer Staples,CHF,0.0,0.0,Exclude,56.98900208841446,56.98900208841446,58.63364218607732,54.639947500627486,20.520833333333332,66.1875587016106,0.017260782833716803,0.037071507194617825,0.31809992014186406,-0.8712171055472135,0.017260782833716803,0.7494857231168556,-0.5630257508644589,-0.6743607229141113,-0.6743607229141113,0.2899811137759779,0.38199605326444264,96.33724613058735,59.690835349219114,91.25824813965636,66.66666666666666,84289427.42900494,0.037071507194617825,0.07640665450853791,72.12779740977261,49.02145182004172,73.97127857322141,False,False,True,True,True,False,Equity,Active,alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF023,WLF023,Wolf China Industrials 23,China,Mainland China,Industrials,CNY,0.0,0.0,Exclude,53.83554306177887,53.83554306177887,80.03108703749689,42.423866820331504,66.45416666666668,65.2652042196027,-0.06527275522770028,0.04515892521357116,0.26629967222665896,-0.8015643511286016,-0.06527275522770028,0.5432182625508734,-0.5506160834618329,-0.6438209687411636,-0.6438209687411636,0.32581303520047367,0.35711440453026866,91.97442410588052,58.74928703351804,75.72178149045142,75.0,96962194.18462262,0.04515892521357116,0.027681366631160883,65.70015683390017,46.49864296761972,44.42533377237572,False,False,True,True,False,False,Equity,Active,narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF004,WLF004,Wolf Netherlands Financials 4,Netherlands,EU ex-DACH,Financials,EUR,0.0,0.0,Watchlist,53.16262007412718,53.16262007412718,57.43853468255939,55.44301372605639,52.60416666666667,69.65534264749249,-0.07103406150767694,0.017539973186243556,0.3245171497064524,-0.977885318390254,-0.07103406150767694,0.6768446905008634,-0.6628850426462407,-0.776466045043499,-0.776466045043499,0.3035958835038642,0.37362990319937267,100.0,59.45861332705875,93.17424458374997,70.83333333333334,94755588.02268055,0.017539973186243556,0.08694119597700861,51.644872574830416,34.83011258157059,60.194324931589684,False,False,True,False,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF020,WLF020,Wolf Netherlands Consumer Staples 20,Netherlands,EU ex-DACH,Consumer Staples,EUR,0.0,0.0,Exclude,52.830104284205255,52.830104284205255,51.006127907457994,53.24116690446055,48.77083333333333,89.45437588392966,0.043148199414835615,0.030803092989970936,0.3622977545159882,-0.984920584706732,0.043148199414835615,0.8848615563655176,-0.6191450083713635,-0.7459492224519594,-0.7459492224519594,0.277749216710755,0.40711123064009613,100.0,61.930099819820974,100.0,58.333333333333336,81038051.37253623,0.030803092989970936,0.09683240915755706,63.202859659797284,44.11807559721794,60.450953060363474,False,False,True,True,True,False,Equity,Active,alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF008,WLF008,Wolf Hong Kong Consumer Staples 8,Hong Kong,Hong Kong,Consumer Staples,HKD,0.0,0.0,Exclude,52.53318889243524,52.53318889243524,72.2229999586127,43.44767573650491,24.020833333333332,64.46037471267188,-0.08099244036655567,0.026512546559558703,0.13382806903750905,-0.4299814981592906,-0.08099244036655567,0.21479499986427203,-0.32321994622392136,-0.3700597703870495,-0.3700597703870495,0.3033271377649613,0.2944821390510551,52.86568148386422,50.31170807785043,36.30596097605086,20.833333333333336,28814169.170603674,0.026512546559558703,0.24843729408192358,46.660704881926414,76.0517343620976,56.27907353287118,False,False,True,True,True,False,Equity,Active,alt_data_review;narrative_review;narrative_exclusion;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,False,True
WOLF001,WLF001,Wolf Germany Healthcare 1,Germany,DACH,Healthcare,EUR,0.0,0.0,Exclude,50.88767131126355,50.88767131126355,81.32164918053141,30.584663539579914,42.77083333333333,76.33470859368775,-0.018870687107208614,0.06455981586156971,0.14689183249168472,-0.4188683691392406,-0.018870687107208614,0.3123402338677375,-0.28636379414688823,-0.3377759355189779,-0.3377759355189779,0.4419796523336148,0.29721591455065266,48.2537050741397,58.09304834303918,41.17276465178151,41.66666666666667,53787655.890742175,0.06455981586156971,0.0235842803716861,89.42454366962379,41.74477581353611,43.33713392260927,True,False,True,True,False,False,Equity,Active,narrative_review;narrative_exclusion;regime_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF016,WLF016,Wolf Hong Kong Financials 16,Hong Kong,Hong Kong,Financials,HKD,0.0,0.0,Avoid,47.78687484207489,47.78687484207489,70.75957340038076,42.724117076045125,57.10416666666667,63.78034264749248,-0.24999999999999997,0.015360609968747576,0.27350375631125673,-1.0120894393832753,-0.24999999999999997,0.37838568093739133,-0.7487301487037452,-0.8444564634126851,-0.8444564634126851,0.39903512814758263,0.32959791221536233,100.0,59.51703523279626,78.29462707042855,95.83333333333334,116166148.42723678,0.015360609968747576,0.011822832087391277,22.068966599175884,50.055182085623144,35.759382122033685,False,False,True,False,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
WOLF010,WLF010,Wolf Switzerland Financials 10,Switzerland,DACH,Financials,CHF,0.0,0.0,Avoid,47.47199910103412,47.47199910103412,73.87854896117871,43.64745840299369,34.60416666666667,73.18034264749248,-0.25,0.04327465867178461,0.2931794873762118,-1.0659264180857364,-0.25,0.42335212715981163,-0.7845466222422337,-0.8871594428239078,-0.8871594428239078,0.33673144453973125,0.35616311126544437,100.0,59.22743677507527,83.85803284067394,54.166666666666664,76536399.09640366,0.04327465867178461,0.052335004075087586,44.672112407460155,32.154459945058676,61.611785913315316,False,False,True,False,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.04999999999999998,cvar_constrained,True,True
