ticker,company_name,region,country,currency,sector,expected_total_return_12m,p5_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,tail_risk_score,skewness_risk_score,distribution_model_confidence,dividend_cut_probability,large_drawdown_probability_12m,ml_expected_risk_adjusted_score,clean_sheet_score,clean_sheet_recommendation,clean_sheet_target_weight,clean_sheet_rank
SHEL.LSE,Shell plc,UK,United Kingdom,GBX,Energy,0.35,-0.23867516902701325,0.8521545040783994,-0.05919476705173354,-0.1384379074795474,19.77684392564963,48.19549442343022,72.82646485507306,0.2363998498044873,0.3073743550943013,50,66.67781493008627,Buy,0.05,11
CB.US,Chubb Ltd,US,United States,USD,Financials,0.35,-0.15175325177398546,0.777254537435099,0.0013431558694058654,-0.06615584141896866,9.450834488424094,48.77373880866041,75.32123055659491,0.3029411501925447,0.2813331995852027,50,66.43986359995846,Avoid,0.0,12
AGS.BR,ageas SA/NV,EU ex-DACH,Belgium,EUR,Financials,0.35,-0.06412893029688815,0.7029994325208325,0.06052086237769022,0.004463909918940037,0.0,48.43962522820594,77.73405621576912,0.308274483525878,0.2759486596657085,50,66.2776571451675,Avoid,0.0,13
TRV.US,The Travelers Companies Inc,US,United States,USD,Financials,0.35,-0.1775525421851647,0.8054447304772591,-0.023150856350886206,-0.09561927543451589,13.659896490645126,44.286421405768614,74.94206266647343,0.24194115019254464,0.2709097820934739,50,66.2391260265451,Avoid,0.0,14
600690.SHG,Qingdao Haier Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.35,-0.22059933052630087,0.8304403122510094,-0.040256932829537184,-0.11558835388359573,16.51262198337082,52.49206856333558,72.99803421965696,0.27551096091559846,0.3263594791216291,50,65.96235976040039,Avoid,0.0,15
601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.35,-0.04328376341950019,0.686845476659074,0.07297430577717695,0.01926818416788484,0.0,46.86698932738798,77.9699516008918,0.2932887386933762,0.269312496113787,50,65.89537658968588,Buy,0.05,16
SHELL.AS,Shell PLC,EU ex-DACH,Netherlands,EUR,Energy,0.35,-0.23380485905696202,0.8454214567576818,-0.05285273705138477,-0.13077184869398645,18.681692670569493,49.90221896238318,72.84424398800016,0.26751096091559845,0.30764744924670817,50,65.86567560735962,Buy,0.05,17
600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.0846298598009072,0.7225347977557612,0.04421612624505128,-0.015075013075845724,2.1535732965493892,46.62449851437463,77.46793189870647,0.2869411501925447,0.27017311703472596,50,65.5669917375462,Buy,0.05,18
601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.35,-0.1301093769737614,0.7628283001242551,0.011305978855962462,-0.05441161807464473,7.773088296377819,45.58767320593347,76.21857694501553,0.25494115019254465,0.2761206310282359,50,65.26262721277438,Buy,0.05,19
CA.PA,Carrefour SA,EU ex-DACH,France,EUR,Consumer Staples,0.35,-0.23059376823953803,0.8390221177769676,-0.04601927822496177,-0.12247850112478237,17.49692873211177,52.37891447175825,72.76893064620832,0.3306345909330504,0.2996544496531479,50,64.91042645884296,Hold,0.0,20
AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.35,-0.18470264914740164,0.8079459654637821,-0.024640361017200074,-0.09726165639998686,13.894522342855268,46.884136229127066,74.49374897991711,0.2331496387897098,0.2975260158839033,50,64.79329214356285,Hold,0.0,21
601766.SHG,CRRC Corp Ltd Class A,Mainland China,China,CNY,Industrials,0.35,-0.24599166881636192,0.8472598518482308,-0.052742573537076565,-0.13029019498362332,18.612884997660476,55.53895283717012,72.01593582500936,0.2737537952896676,0.3535858201202963,50,64.64011148333284,Avoid,0.0,22
600941.SHG,China Mobile Limited,Mainland China,China,CNY,Communication Services,0.35,-0.056707182649700094,0.6918133779213397,0.07129475969786098,0.017511120752371052,0.0,53.105332860633204,77.03420007090502,0.37948656969154143,0.28315248560276834,50,64.3984202766169,Hold,0.0,23
002352.SHE,S.F. Holding Co. Ltd,Mainland China,China,CNY,Industrials,0.35,-0.17088147378599072,0.7931902339456727,-0.012512163599650794,-0.08266939943325616,11.80991420475088,49.034959878229266,74.69227746707789,0.22695540536004288,0.3190571297766337,50,64.35159147251413,Hold,0.0,24
PFD.LSE,Premier Foods PLC,UK,United Kingdom,GBX,Consumer Staples,0.35,-0.16428987179960586,0.7864262176936019,-0.006179668070723954,-0.0750717827436961,10.724540391956586,49.90544156965706,74.8330486665623,0.27195540536004287,0.30560130443567446,50,64.27761129088182,Avoid,0.0,25
000001.SHE,Ping An Bank Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.05149999870575306,0.6948289549722788,0.06634972505969544,0.011323916152014689,0.0,45.97073411785266,78.1043898823221,0.29049670574810027,0.2628478996722762,50,64.18422970776123,Hold,0.0,26
LI.PA,Klepierre SA,EU ex-DACH,France,EUR,Real Estate,0.35,-0.08008504823975443,0.7135526637533438,0.052773707731289254,-0.004663967081536394,0.6662810116480563,51.19054006333029,77.15484873758845,0.3189600274228856,0.29480333441818257,50,64.14517333506316,Avoid,0.0,27
600900.SHG,China Yangtze Power Co Ltd,Mainland China,China,CNY,Utilities,0.30839440399617085,-0.0392220631827625,0.6048146734050812,0.06516675222101662,0.0180555989494914,0.0,48.31186068821213,77.75322089676818,0.3772906624791905,0.24263381680754958,50,64.01120354231693,Avoid,0.0,28
601318.SHG,Ping An Insurance Group Co of China Ltd,Mainland China,China,CNY,Financials,0.35,-0.367161444224844,0.9492103489794088,-0.13246449277422395,-0.225398317601651,32.19975965737872,55.06132097277951,68.6908619397384,0.26738559463698913,0.35241817093349415,50,63.9960263096596,Avoid,0.0,29
000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.35,-0.0039407340645410405,0.6567410126664244,0.09573101285073643,0.04630882917390635,0.0,43.041910690169566,78.54371339647457,0.22695540536004288,0.267117370146783,50,63.91787169198953,Hold,0.0,30
0728.HK,China Telecom,Hong Kong,Hong Kong,HKD,Communication Services,0.35,-0.27139570462172313,0.8656481947439113,-0.06546809030582362,-0.1453528066244138,20.764686660630545,57.3641551434789,71.20420506332053,0.3368887386933762,0.33994126651990836,50,63.882331673398525,Hold,0.0,31
HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.35,-0.15423415647844463,0.7806129843159341,-0.002802317607920657,-0.07114239354398262,10.163199077711804,47.823302177816636,75.28570490389956,0.22695540536004288,0.30855609637305753,50,63.7242099881186,Hold,0.0,32
ALIZY.US,Allianz SE ADR,US,United States,USD,Financials,0.35,-0.16512543798698298,0.7853198575905722,-0.004379808956730458,-0.07285589827353957,10.40798546764851,51.28008493634762,74.70599089263573,0.308274483525878,0.30056597713626976,50,63.508111193893825,Avoid,0.0,33
2318.HK,Ping An Insurance,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.39789737164757366,0.9747856304121625,-0.15178367928610503,-0.2484383109753104,35.491187282187205,55.11786606312055,67.85952326998512,0.2869411501925447,0.34378230245719055,50,63.43274898839107,Hold,0.0,34
0135.HK,Kunlun Energy,Hong Kong,Hong Kong,HKD,Energy,0.35,-0.18954585649062705,0.806913008703275,-0.023018616993354002,-0.09512340704470647,13.589058149243783,50.58749227289343,74.01461162175504,0.22695540536004288,0.3325124105303897,50,63.43174229224728,Avoid,0.0,35
NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.35,-0.15311446230603099,0.7780557847055121,0.0007587750898660484,-0.06683929007108164,9.548470010154519,49.048360153094436,75.2556284744972,0.30219540536004286,0.2840612654921317,50,63.282085489286274,Hold,0.0,36
1398.HK,Industrial and Commercial Bank of China,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.17545972616592154,0.8004995249397531,-0.018497614604274848,-0.0899483405875078,12.849762941072543,46.54364165572961,74.80601301637243,0.2513855946369891,0.2860649501857284,50,63.1577461023783,Hold,0.0,37
600019.SHG,Baoshan Iron & Steel Co Ltd,Mainland China,China,CNY,Materials,0.35,-0.22345239126474004,0.8364153810874957,-0.04623334863883788,-0.12285920035828461,17.551314336897804,50.05190579780676,73.10438554610454,0.2399554053600429,0.3218039944129719,50,62.980773466261056,Hold,0.0,38
T.US,AT&T Inc.,US,United States,USD,Communication Services,0.35,-0.31664814875453906,0.9080897766348639,-0.10004949753883968,-0.1867919806016365,26.684568657376644,54.41056168129913,70.16727358346097,0.298998043429201,0.3320257809709653,50,62.89554482974619,Hold,0.0,39
IMB.LSE,Imperial Brands PLC,UK,United Kingdom,GBX,Consumer Staples,0.35,-0.20977197781715462,0.8231627312643504,-0.034464165641039435,-0.10875627027094362,15.53661003870623,51.20091053531878,73.43571091002563,0.2967287386933762,0.3052678132491873,50,62.723984880517044,Hold,0.0,40
ORA.PA,Orange S.A.,EU ex-DACH,France,EUR,Communication Services,0.35,-0.23901752602814463,0.848148127224192,-0.05406748422858909,-0.1321590849630786,18.879869280439802,51.02501096027586,72.62628103584868,0.3014229668812957,0.30155271044445275,50,62.628018435161515,Hold,0.0,41
601166.SHG,Industrial Bank Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.11028579406745281,0.744215079694865,0.02645612795833463,-0.03626317596706467,5.180453709580668,46.88130834549533,76.67269032078053,0.25494115019254465,0.2873321355711052,50,62.436047765324965,Avoid,0.0,42
3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.1575523547349218,0.7803138182075952,-0.001340136993125185,-0.06927979275881455,9.89711325125922,50.207974107366184,74.99452557108027,0.2672796475611586,0.3104052734019662,50,62.40220003494563,Avoid,0.0,43
PRU.US,"Prudential Financial, Inc.",US,United States,USD,Financials,0.35,-0.26278870358253814,0.8646470736194035,-0.06652189720306656,-0.14687160760771611,20.981658229673734,53.34180566193971,71.75331459329061,0.2949411501925447,0.32465644564695656,50,62.39753828869424,Avoid,0.0,44
0270.HK,Guangdong Investment Ltd,Hong Kong,Hong Kong,HKD,Utilities,0.35,-0.20768674532632558,0.8246855656916723,-0.03726341246671233,-0.1122197071421046,16.031386734586373,48.910510162002346,73.65557679205305,0.2399554053600429,0.311911898902667,50,62.392373358875076,Avoid,0.0,45
ALL.US,The Allstate Corporation,US,United States,USD,Financials,0.35,-0.3060487580918091,0.906647447156143,-0.10035438058808932,-0.18746192292598401,26.780274703712003,49.950040445775535,70.81242525720567,0.29049670574810027,0.2973352211809412,50,62.28244000605707,Hold,0.0,46
601169.SHG,Bank of Beijing Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.05073082612030999,0.6905330416382295,0.07041714852049669,0.0163198928736569,0.0,49.447598485192955,77.58286022722106,0.2869411501925447,0.29463998344848474,50,62.27339712444378,Avoid,0.0,47
VPK.AS,Koninklijke Vopak NV,EU ex-DACH,Netherlands,EUR,Energy,0.35,-0.20372600417210018,0.8186357344068637,-0.031505686968692104,-0.10524557799046025,15.03508257006575,50.78885862242398,73.62290056411996,0.2682962328135874,0.31496519941466705,50,62.227290638105806,Avoid,0.0,48
VIE.PA,Veolia Environnement VE SA,EU ex-DACH,France,EUR,Industrials,0.35,-0.1591665964152551,0.7772424152088928,0.003605018448103292,-0.06321178314764699,9.030254735378142,53.63665700582238,74.6969377652821,0.3739910101794695,0.29032188930004144,50,62.21510984026182,Avoid,0.0,49
URW.PA,Unibail-Rodamco-Westfield,EU ex-DACH,France,EUR,Real Estate,0.35,-0.12654634200599635,0.744967993143312,0.031330577578777885,-0.029938059098657176,4.2768655855224536,57.774601889598806,75.26459332017957,0.4676475799278421,0.2824776790768632,50,62.084248207239355,Avoid,0.0,50
601818.SHG,China Everbright Bank Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.0792510011371848,0.712407242575468,0.05331770007551612,-0.003993118548259331,0.5704455068941902,51.59266329658036,77.11848912878939,0.2869411501925447,0.3132305451471757,50,61.86032965186915,Avoid,0.0,51
601658.SHG,Postal Savings Bank of China Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.13194792406911854,0.7619390877721647,0.012459349545979603,-0.05294170101352934,7.563100144789906,47.53831780757377,75.97847729266645,0.25494115019254465,0.2930262175757851,50,61.532258343121924,Hold,0.0,52
600926.SHG,Bank of Hangzhou Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.12831355179749543,0.7586332012760605,0.014924111675215457,-0.04999011251318204,7.141444644740293,47.698050667437975,76.05993123869922,0.24194115019254464,0.30047723569460827,50,61.4182981081051,Avoid,0.0,53
3968.HK,China Merchants Bank Co Ltd Class H,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.1866892155994072,0.8058169286207462,-0.022121941996943117,-0.09410859163186856,13.444084518838368,49.62873758054666,74.1946682332084,0.24194115019254464,0.317209855608217,50,61.414837278983754,Avoid,0.0,54
601728.SHG,China Telecom Corp Ltd,Mainland China,China,CNY,Communication Services,0.35,-0.29023898509399615,0.8853536120867672,-0.08210817608606197,-0.16536684955306274,23.623835650437535,54.80221897035207,70.87370824183782,0.3053420720267096,0.3324595974639201,50,61.30772920826625,Hold,0.0,55
000858.SHE,Wuliangye Yibin Co Ltd,Mainland China,China,CNY,Consumer Staples,0.35,-0.31059325934718307,0.8795360499301783,-0.06901892566683177,-0.14872388808902254,21.24626972700322,69.22920409728007,69.3040519536572,0.5679554053600431,0.3349405796750739,50,61.28995865828463,Avoid,0.0,56
MET.US,MetLife Inc,US,United States,USD,Financials,0.35,-0.2735697095851122,0.8795341436913731,-0.07970435013742966,-0.16283158177476748,23.2616545392525,49.67319880846436,71.73360654391722,0.26738559463698913,0.3057211121760962,50,61.286916408385814,Hold,0.0,57
R6C0.XETRA,Shell PLC,DACH,Germany,EUR,Energy,0.35,-0.238418780968373,0.847597087262236,-0.05503024021171793,-0.13329444111772437,19.042063016817767,51.054699109928315,72.58127937930631,0.22695540536004288,0.33656153645135867,50,61.23020347299186,Avoid,0.0,58
1044.HK,Hengan Intl Group Ltd-H,Hong Kong,Hong Kong,HKD,Consumer Staples,0.35,-0.21440931541183383,0.8249716529482516,-0.0366924836400388,-0.11131847063106755,15.902638661581078,52.671623256992156,73.1235968460559,0.2319554053600429,0.34824154572591204,50,61.228663069471146,Avoid,0.0,59
0939.HK,China Construction Bank Corp,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.20955548406864943,0.8276744608078184,-0.03936999561322663,-0.11479225981206094,16.39889425886585,47.94851851942983,73.70799865736906,0.26738559463698913,0.29077388300446366,50,61.215746443115755,Hold,0.0,60
600919.SHG,Bank of Jiangsu Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.1289974519189483,0.7615711609767548,0.012306394163054957,-0.053205484867842254,7.600783552548894,45.825613529604304,76.22596208242214,0.2513855946369891,0.27984203975930916,50,61.13969026819836,Hold,0.0,61
600741.SHG,HUAYU Automotive Systems Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.35,-0.29689005388740397,0.8979969868127453,-0.094658707016333,-0.18061965205329178,25.802807436184544,50.47910307939761,70.97743267904423,0.2319554053600429,0.32923970418675935,50,61.04858101699807,Hold,0.0,62
SCMN.SW,Swisscom AG,DACH,Switzerland,CHF,Communication Services,0.35,-0.09349379923244056,0.7126633709805021,0.05828726571825893,0.0024247194951228512,0.0,62.34406838334331,75.64838974249851,0.5178850138397678,0.29863558619708375,50,61.023488210004366,Avoid,0.0,63
601919.SHG,COSCO SHIPPING Holdings Co Ltd,Mainland China,China,CNY,Industrials,0.35,-0.2715277906411784,0.8727053729499564,-0.07231649152900971,-0.153819477740822,21.974211105831714,52.88377688413279,71.57388069092215,0.3271554240267095,0.3056535351166865,50,61.00223010129737,Hold,0.0,64
MO.US,Altria Group,US,United States,USD,Consumer Staples,0.35,-0.33636672350652963,0.9177984100950899,-0.10485310677281445,-0.1922389521756882,27.462707453669744,58.41150873926428,69.37259682569292,0.377906516471154,0.3298767013870852,50,60.97400399802672,Avoid,0.0,65
1099.HK,Sinopharm Group Co Ltd,Hong Kong,Hong Kong,HKD,Healthcare,0.35,-0.21293961795690097,0.8258417984916752,-0.0376647579525064,-0.11256633501630847,16.080905002329782,51.19984520289174,73.2997969689838,0.2363998498044873,0.33341206184963434,50,60.91738113645227,Avoid,0.0,66
CS.PA,AXA SA,EU ex-DACH,France,EUR,Financials,0.35,-0.11527029975978131,0.748363038919633,0.023040559922577197,-0.0403353081134015,5.7621868733430714,46.980557654847324,76.51236963343713,0.24694115019254465,0.29192562958548934,50,60.88412604240311,Avoid,0.0,67
603195.SHG,Gongniu Group Co Ltd,Mainland China,China,CNY,Industrials,0.35,-0.22440301532666795,0.8314734378413515,-0.03966064675472197,-0.1147950727826807,16.39929611181153,53.98903732887841,72.80182037271535,0.3328176275822651,0.3125900973118892,50,60.77489721462716,Hold,0.0,68
2020.HK,ANTA Sports Products Ltd,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.35,-0.34992230325269524,0.9326037828443655,-0.1190511087220315,-0.20930658439354705,29.90094062764958,56.327079073830504,69.07570298201304,0.27551096091559846,0.3595962368792517,50,60.676805242462706,Hold,0.0,69
ESSITY-B.ST,Essity AB (publ),EU ex-DACH,Sweden,SEK,Consumer Staples,0.35,-0.12013707570428633,0.7536718390275114,0.01817459613519662,-0.046184471302114144,6.597781614587735,46.05640720366174,76.4420935158038,0.22028873869337623,0.2963541177081595,50,60.672735594136014,Hold,0.0,70
OMV.VI,OMV Aktiengesellschaft,DACH,Austria,EUR,Energy,0.35,-0.2402243896311298,0.8532161730149046,-0.059915310866213045,-0.13928851154366606,19.898358791952294,48.364826082671094,72.77068638961126,0.24009320180448734,0.3071183318743888,50,60.66923002784621,Avoid,0.0,71
PGR.US,Progressive Corp,US,United States,USD,Financials,0.35,-0.34130476195891024,0.9293789052139698,-0.11624506036469834,-0.2061405658513506,29.44865226447866,54.03705877946032,69.5322781169613,0.3199900390814336,0.31899249118398715,50,60.559616261143276,Hold,0.0,72
601939.SHG,China Construction Bank Co,Mainland China,China,CNY,Financials,0.35,-0.16802916595466566,0.7916788592982336,-0.010531116299041465,-0.08034815955243663,11.478308507490947,48.35352357275871,74.87739433721345,0.28249670574810026,0.2872320749481286,50,60.553883794633165,Avoid,0.0,73
DG.PA,Vinci S.A.,EU ex-DACH,France,EUR,Industrials,0.35,-0.30031164155008583,0.8988582079765411,-0.09383556005405586,-0.1795649350219436,25.652133574563372,51.70476164034639,70.83125236030719,0.2879554053600429,0.3137287450483155,50,60.44239989702889,Hold,0.0,74
000895.SHE,Henan Shuanghui Investment & Development Co Ltd,Mainland China,China,CNY,Consumer Staples,0.35,-0.15080606131998042,0.7637812653087043,0.016416297858737494,-0.047657539557754924,6.808219936822132,58.82963373103293,74.47349995613953,0.44494209691559844,0.30221718044167295,50,60.437062997108654,Avoid,0.0,75
600887.SHG,Inner Mongolia Yili Industrial Group Co Ltd,Mainland China,China,CNY,Consumer Staples,0.35,-0.14401713922593262,0.7589602493882404,0.02093195301250972,-0.042318643089646224,6.045520441378032,58.177138372559895,74.76204913377151,0.5014303421163188,0.2702010395745704,50,60.25082372602476,Avoid,0.0,76
601988.SHG,Bank of China Limited,Mainland China,China,CNY,Financials,0.35,-0.17027325583641906,0.7944768911542691,-0.013512684174072476,-0.08393650564968583,11.990929378526548,47.70052336267039,74.8471891509678,0.24694115019254465,0.2981653323866226,50,60.23233816767605,Avoid,0.0,77
2607.HK,Shanghai Pharmaceuticals Holding Co Ltd,Hong Kong,Hong Kong,HKD,Healthcare,0.35,-0.09990705948914969,0.7316187883213152,0.03768531213673448,-0.022717473134788647,3.2453533049698073,50.05417683103635,76.6805351491021,0.2879554053600429,0.29942367670096176,50,60.21351320600477,Avoid,0.0,78
CVX.US,Chevron Corp,US,United States,USD,Energy,0.35,-0.2470975341335685,0.8575339956051802,-0.06284728020875519,-0.14272978580902237,20.389969401288912,49.361694520632255,72.49825347158293,0.2505375636515368,0.3108838228080958,50,60.15600210009948,Hold,0.0,79
GALE.SW,Galenica Sante AG,DACH,Switzerland,CHF,Healthcare,0.3383420357819752,-0.07688826724935427,0.6942158445338431,0.04507454095354335,-0.011782073618075838,1.6831533740108342,46.65478260762577,77.58099426535343,0.22695540536004288,0.2984289267647368,50,59.9705519695964,Avoid,0.0,80
601838.SHG,Bank of Chengdu Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.1554691055500972,0.7787102380380007,0.00022686510423097772,-0.06741889848872028,9.631271212674326,50.08280648896549,75.0797612234866,0.2869411501925447,0.30014511948118,50,59.898549818705106,Hold,0.0,81
ZURN.SW,Zurich Insurance Group AG,DACH,Switzerland,CHF,Financials,0.35,-0.09415018007975967,0.7266146892618651,0.04169792402785705,-0.017923943984028183,2.5605634262897405,50.16014223888285,76.83583780759514,0.28782550724749395,0.30040266268815424,50,59.843141795204005,Avoid,0.0,82
TTE.PA,TotalEnergies SE,EU ex-DACH,France,EUR,Energy,0.35,-0.24628541252754188,0.8539845753184758,-0.05892124846680463,-0.13793564158232052,19.705091654617217,51.22858370461212,72.38943953065387,0.2842250814866638,0.311342687412862,50,59.60240265445124,Hold,0.0,83
600015.SHG,Hua Xia Bank Co Ltd,Mainland China,China,CNY,Financials,0.3258954794598903,-0.14562912504622166,0.7241965948901532,0.0008114771854187963,-0.06199611631868182,8.856588045525974,51.423644205127715,75.07230635784934,0.3029411501925447,0.30429904635458593,50,59.58890746982919,Avoid,0.0,84
MOON.LSE,Moonpig Group PLC,UK,United Kingdom,GBX,Consumer Discretionary,0.35,-0.2771343823636351,0.8818672875047758,-0.08212504020056083,-0.1656872322360377,23.669604605148244,50.102984425074744,71.56715118495173,0.2319554053600429,0.32598000918262776,50,59.58244445354867,Avoid,0.0,85
INDU-C.ST,Industrivarden AB ser. C,EU ex-DACH,Sweden,SEK,Financials,0.35,-0.15550368901210965,0.7801090789329912,-0.0011244027434242354,-0.06908576883624636,9.869395548035193,49.0326813678305,75.17774890781664,0.2869411501925447,0.2910440350980101,50,59.48106909969603,Avoid,0.0,86
EN.PA,Bouygues SA,EU ex-DACH,France,EUR,Industrials,0.35,-0.23579866627195334,0.851802749557553,-0.05928574825987931,-0.13862688783411053,19.803841119158648,46.82190629571005,73.02575377585384,0.2363998498044873,0.2954699246540598,50,59.431213382262435,Hold,0.0,87
0883.HK,CNOOC Ltd,Hong Kong,Hong Kong,HKD,Energy,0.35,-0.49903176532509763,1.0563768559594289,-0.21428489779958038,-0.32285029628099887,46.121470897285555,56.49034338340189,64.99608076816833,0.27551096091559846,0.3610111942288705,50,59.33249400751279,Hold,0.0,88
MAP.MC,Mapfre,EU ex-DACH,Spain,EUR,Financials,0.35,-0.21165559388043653,0.8238663113056686,-0.03504084417170805,-0.1094066909197469,15.629527274249558,51.82145700671384,73.31939963043054,0.2869411501925447,0.31521342396833246,50,59.264928447878745,Avoid,0.0,89
FGR.PA,Eiffage SA,EU ex-DACH,France,EUR,Industrials,0.35,-0.307499257673012,0.9044880163111991,-0.09913533694297788,-0.18586220225777145,26.551743179681637,51.96565552444299,70.56721587641314,0.24061396209971142,0.33808249889864067,50,59.11094505838617,Hold,0.0,90
601633.SHG,Great Wall Motor Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.35,-0.29525933846212005,0.8859125714951459,-0.08245021591626711,-0.16561055370654598,23.65865052950657,57.073690503614706,70.52428379208115,0.2799554053600429,0.36399279519664074,50,59.10748667737897,Hold,0.0,91
CMCSA.US,Comcast Corp,US,United States,USD,Communication Services,0.35,-0.48552010791137046,1.045459488280341,-0.20598766736745888,-0.31297099711729587,44.71014244532798,56.33368493952387,65.37241164773943,0.27551096091559846,0.3596534877152609,50,59.05280254658297,Hold,0.0,92
LOG.MC,Cia de Distribucion Integral,EU ex-DACH,Spain,EUR,Industrials,0.35,-0.07294920200547261,0.7021826428203457,0.06458955729235177,0.009643733973589981,0.0,56.206182029825655,76.56907269552616,0.4526842942489318,0.2758675736089876,50,58.89057285498739,Avoid,0.0,93
AIG.US,American International Group Inc,US,United States,USD,Financials,0.35,-0.29355746137287964,0.895924536349064,-0.09243641964365679,-0.17800366587748173,25.429095125354532,50.025062585039926,71.13896683090537,0.26738559463698913,0.308770598239751,50,58.823517489424006,Hold,0.0,94
600585.SHG,Anhui Conch Cement Co Ltd,Mainland China,China,CNY,Materials,0.35,-0.25925497525967967,0.8647383532526386,-0.06824985301172404,-0.1490505481561054,21.292935450872204,51.36243642806491,71.9724006730722,0.2363998498044873,0.33482118580113523,50,58.56969094237116,Hold,0.0,95
